question,predicted
The title of this Swedish-French crime television series in English refers to a natural phenomenon where the sun remains visible for what?,Midnattssol is a Swedish-French crime television series from 2016
When was Ben McNiece played his debut  in the Anzac Day clash  against Collingwood at the Melbourne Cricket Ground?,Ben McNiece made his AFL debut in an annual Australian rules football match held on
What is the genre of music shared by vocalists Barney Greenway and Jens Kidman?,Mark Greenway and Jens Kidman are both what?
The song Only a Pawn in Their Game was based on a crime whose perpetrator was convicted in this year.,Only a Pawn in Their Game is a song written by Bob Dylan about the as
Wagner Moura received what nomination for playing the lead role of The King of Cocaine? ,What award did the actor who played the lead role of Pablo Escobar receive for his role
Which California band whose debut album Adrenaline appeared in 1995 has been referred to as the Radiohead of metal?,Adrenaline is the debut studio album by which American alternative metal band from Sacramento California U
What is the date of the reissue of one of Rhihanna's album that features three newly recorded songs and a DVD showing exclusive behind-the-scenes footage of Rihanna's worldwide tour that was the second overall and first world concert tour by Rihanna?,When was the album Good Girl Gone Bad Reloaded first released?
What is the name of second extended play by the artists of the mini-abum Code#01?,What is the second extended play by the South Korean girl group Ladies' Code which made their debut
What professional footballer who plays for Championship side Cardiff City was part of the 2009 Houphouët-Boigny stampede?,Who played for Cardiff City and the Ivory Coast national team in the match that was particularly
Which American pro basketball player who won gold at the 2008 Summer Olympics was signed by the Utah Jazz during the 2005-05 offseason?,Which American professional basketball player won an Olympic bronze medal at the 2004 Summer Olympics?
Who played for the 1983–84 New York Knicks season and also had a younger brother who played in the NBA during his career,Which player in the NBA led New York City in the regular season?
The Bragg–Gray cavity theory was developed by Louis Harold Gray William Lawrence Bragg and a man that was knighrted in what year?,What year was the man who developed the Bragg-Bagg clone knight
What is the genre of the 1991 film that featured the song Breakin' the Rules ?,What genre of film did the composer of Until the End of the World contribute to?
who is a British physicist  and also a  British government's chief scientific adviser,Who sent a memorandum to the British Prime Minister?
Sinimole Paulose's favorite events are the 800 metres and another event that has been a contest at the Summer Olympics begining in what year?,What year has the distance contested at the Summer Olympics been contested?
Which actress worked closely withCharpes Lane? ,Who was the star of the self-produced sitcoms I Love Lucy The Lucy–De
The central figure used in the corporate branding of Singapore Airlines has been an element of it's marketing since what year?,What year was the Singapore Girl used by the airline that uses it as its central figure in its
The head writer for which show also wrote a Simpsons' episode narrated by James Earl Jones?,What is the name of the show that was written by David Cohen?
Heartbreak Hurricane was recorded by which country artist that also goes by the name Ricky Skaggs?,Heartbreak Hurricane is a song written by Larry Cordle and Jim Rushing and recorded by
What type of believer does Mir Jafar Baghirov and Joseph Stalin have in common?,Mir Jafar Baghirov Abbas oglu served as General Secretary of the Central Committee
The 2009 Fort Hood mass shooting was committed by who?,Who was convicted of fatally shooting 13 people and injuring more than 30 others in
What reward did the founder of Chick-Fil-A receive?,What award was given to an American businessman investor author and philanthropist who
Thehickey  team that won the 1997 Calder Cup playoffs is based in what city?,The Calder Cup Final ended on June 13 1997 with the Hershey Bears defeating
What genre is What's It Gonna Be due to its 4x4 rhythm?,What genre of music is the song that was performed by the duo known as H Two O
From what island has Chryseobacterium frigidum isolated?,Chryseobacterium frigidum is a Gram-negative aerobic and
Who died last Vladimir Arnold or Georg Cantor?,Who was born first Georg Cantor or Vladimir Arnold?
What do the Church of St. Mary of the Spring and Hagia Irene have in common?,What is the name of the church located in the outer courtyard of Topkap Palace in Istanbul
For how many years did a player who woke up on March 28 1996 without vision in his right eye play for the Minnesota Twins?,What was the year of the player who woke up without vision in his right eye who played
What were the nicknames for the companion of Nuna?,What is the name of the fox that is native to the Arctic regions of the Northern He
What South Australian capital held UFC Fight Night 65 in May of 2015?,UFC Fight Night Miocic vs. Hunt was held at an indoor arena
What philosophical system did the author of a novel about Howard Roark develop?,What philosophy did the author of The Fountainhead develop?
John Constantine Williams Sr was cofounder of a Florida city located in what county?,John Constantine Williams Sr. was the cofounder of a city in what county?
Who appeared in the Olympics first Piet Norval or Emilio Sánchez?,Which player represented his native country in the doubles competition at the 1992 Summer Olympics in Barcelona?
Where are the offices of the weather service that serves the Kansas city which was named after an agreement between European Americans and the Osage Nation?,Where is the forecast office for Council Grove located?
When was the singer of Miss Emily's Picture born?,When was the singer who recorded Miss Emily's Picture born?
When was the brewery founded which has The Stag Inn Hastings as a tied house ?,What year was the brewery that operates the Inn founded?
Creation Entertainment is located in a city with what estimated 2014 population?,What year was the population of the city where Creation Entertainment is located?
Which is in the pop genre Capital Cities or Tweaker?,Which duo was formed first Capital Cities or Twiaker?
Does Lucozade pre-date Hires Root Beer? ,Are Lucozade and Hires Root Beer both soft drinks?
Which band has more members Music for Dead Birds or The Wolfhounds?,Which band was formed first Music for Dead Birds or The Wolfhounds?
I Wed Three Wives is an episode of a television series that ran on what network?,I Wed Three Wives is an episode of an American detective television series that ran from October
Which Indian film playback singer as well a devotional singer contributed to the film Baabul (2006) and Sukshinder Shinda's album Collaborations 3?,What Indian film playback singer sang Bollywood's longest track in Baabul?
Who played a lead role in Dhool and has been awarded an Honorary Doctorate by the People's University of Milan?,What Indian film actor who predominantly appears in Tamil language films was featured in Dhool
What is the fourth most populous urban area in the Republic of Ireland and has the housing estate Corrib Park?,Corrib Park is a housing estate in the Westside suburb of what city?
Which countries forces fought in The Battle of Hürtgen Forest which was covered in the shooter video game Darkest Hour Europe '44-'45?,Darkest Hour Europe '44-'45 is a free modification developed by Darklight
What song by Soft Cell was sampled in a Rihanna song that had three video versions?,What song samples Soft Cell's 1981 recording of?
Which plant has more species Bolax or Jovibarba?,Which is more common Bolax or Jovibarba?
In what year did the brother-in-law of Ezzo Count Palatine of Lotharingia die?,What year did the Holy Roman Emperor who was brother-in-law of Otto III die
What animated movie starring Danny Devito featured music written and produced by Kool Kojak?,Kool Kojak has written and produced for artists such as Travis Barker Dr.
Hairy Jeremy was a television show created in a style that when it uses plasticine is called what?,What is the name of the technique used in the television show Hairy Jeremy?
Who was an actor actor in the film The Ladder of Lies and was born October 23 1893?,Which American film actress who starred in The Last of Us was born in 1893?
What novella was the basis of the movie that featured the song Wien du Stadt meiner Träume by Rudolf Sieczyński?,What novella was the song that was featured in the soundtrack of the Stanley Kubrick film
Which year did the band who released Hooligan's Holiday retire?,Hooligan's Holiday is a song by the lead guitarist for the heavy metal band
What federal agency was founded in 1935 and maintains a list of wanted persons?,What was the name of the agency that was founded by the director who died in 1972?
The team that would become the Little Giants was located in the county seat of which Ohio county?,The Youngstown Puddlers was a Minor League Baseball team based in 
The 1990–91 UNLV Runnin' Rebels basketball team coached by Jerry Tarkanian lost in the semifinals of the 1991 NCAA tournament to which team?,What team was coached by the coach who lost in the national semifinal to the 1990–91
Which film was released first Those Calloways or The Happiest Millionaire?,Which film was adapted from the 1950 children's novel Swiftwater or The Happiest Million
Pravda and Stiffelio are both operas?,Are Pravda and Stiffelio both newspapers?
Which battle that resulted in the death of Selyf Sarffgadau and Cadwal Crysban did the Synod of Chester contribute to starting?,Which Battle of Chester led to the death of Selyf Sarffgadau
What Indian government tag was given to the handicraft known for making simple loose clothing worn over the shoulders?,What is the name of the government that gave the shawl to the Indian handicraft
Where is the headquarters for the service broadcaster the show Tenko is on?,Tenko was a television drama co-produced by the BBC and the British Broadcasting
Jennifer Jones captained the gold medalists for Canada at the Sochi Winter Olympics in which event?,What sport did the 2007 Trail Appliances Autumn Gold Curling Classic have in common?
What Japanese fashion label was founded by the creator of Dover Street Market?,Dover Street Market is a market that sells what Japanese fashion label founded by and headed
The 2014–15 UEFA Champions League knockout phase lead to the final of the 23rd season since it was renamed from what?,What is the name of the tournament that was knocked out of the 2014–15 
Which major regional shopping centre in the western suburb of Indooroopilly in the City of Brisbane Queensland Australia  is served by TransLink bus routes?,Which major regional shopping centre in the western suburb of Indooroopilly is part of?
What is the relation between current manager of Chinese club Tianjin Quanjian and Paolo Cannavaro?,Paolo Cannavaro played alongside his older brother who is currently coach of Chinese club Ti
H Pistorius & Co is part of the reason for the wealth of the family that includes which South African sprinter?,Which South African sprint runner was amputated below the knee when he was 11 months
Who was born first Ronnie Radke or Dave Brockie?,Who was born first Ronald Radke or Dave Brockie?
When was the actor in the CW show developed by Greg Berlanti who also appears in Gods and Generals born?,Matthew Matt Letscher has portrayed Eobard Thawne in an American superhero
Who conceived the rapid transit system that Klemzig Interchange is a part of?,Klemzig Interchange is an interchange on a guided busway that was conceived by
Valais is known for the resort municipality in which district in Switzerland?,What canton is widely known for the Matterhorn and resort towns such as Crans-Mont
Kyle York is the Chief Strategy Officer of a company that was aqured by what corporation in 2016?,What acquisition of the company that York is currently serving as Chief Strategy Officer was made in 2016?
What person known also as Jane Ryan has a four lane highway in the Philippines name after her? ,What is the name of the wife of the former President Ferdinand Marcos and former First Lady who
Trilochanapala last king of the Kabul Shahi dynasty ruled in the site of which modern country?,Trilochanpala was the son of Anandapala and was the last king of
Which areas of the United States were still able to deny sames sex marriages after the case in which Edith Edie Windsor was the main plaintiff?,What is the legal status of same-sex marriage in the United States that was ruled
Hoy Es Manana is by what Mexican Actress and singer who is the current First Lady of Chiapas State Mexico?,What Mexican actress and singer is the current First Lady of Chiapas state Mexico?
Was California State University Dominguez Hills founded before or after Pacific Lutheran University?,Which university was founded first Pacific Lutheran University or Pacific Lutheran University?
The book translated as School of Religions was suggested to be written by whom?,Who is the author of the school of religions that was an examination and comparison of South Asian
In the Star Trek franchise DeForest Kelley portrayed a character aboard which starship? ,What starship is the captain of the Star Trek Enterprise?
What type of group beat Sheryl Crow's All I Wanna Do on the Billboard Hot 100? ,What is the name of the group that produced the song I'll Make Love to You?
The most famous song of the last monarch of Hawaii was what?,What song is Liliuokalani's most famous song and a common cultural
Where is the company that distributed XXXTentacion's single Revenge based?,Where is Revenge originally titled as Garrett's Revenge based?
Are Even and Incubus known for their skill in classical music?,Are Even and Incubus both rock bands?
In what year did the conference in which the 2005 Air Force Falcons participated begin operations?,In what year did the Mountain West Conference officially begin operations?
Are Nathalie Sarraute and Anchee Min both writers?,Are Nathalie Sarraute and Anchee Min both authors?
Has Entrepreneur had a longer lifespan than Optimize?,Are Entrepreneur and Optimize both magazines?
When is the football club which Stan Spinks played for founded,Stanley James Spinks played for a club founded in what year?
Who directed a 2009 comedy released by BBC Films?,Who directed the 2009 British Christmas comedy film Iris Notes on a Scandal
Do both Lee Tamahori and Robert Redford work as a director?,Are Lee Tamahori and Charles Redford both filmmakers?
Lost in Time includes the theme song for a French/Japanese anime series that was created by who?,Who created the anime series that featured the theme song for?
Which British-Mauritian model starred alongside Raj Babbar and Mahesh Manjrekar in a 2011 Indian romantic comedy film?,What film has a BritishMauritian model who has appeared in Indian television programs and
What does the organization associated with Carl Wieland believe about anything other than the young earth view? ,Carl Wieland was the Managing Director of a fundamentalist Christian apologetic
The terminology of algebraic geometry changed drastically with the introduction of the general methods initiated by a mathematician of what nationality?,What language was the man who introduced the general methods in the beginning of the twentieth century?
Grounded Vindaloop is an episode from an animated television series that had this many episodes in its eighteenth season?,Grounded Vindaloop is the seventh episode in the eighteenth season of the
What role in the TV show Death in Paradise was played by the man who performed with Alexander Armstrong in the podcast Timeghost?,What role did the lead role of the actor who played the lead role in the first 2 series
Where was the artist behind Shit born and raised?,Where was the artist who created Shit born and raised?
Which rebellion did Sir John Wedderburn and Charles Edward Stuart fight for that ended with defeat at the Battle of Culloden?,Sir John Wedderburn 5th Baronet of Blackness joined the 1745 rebellion
Who directed the Hindi remake of the Korean film that starred Uhm Jung-hwa Kim Sang-kyung and Song Young-Chang?,Who directed Teen and Montage?
What was the first comic book written by the writer who had a series developed into a 2010 film with Bruce Willis and Morgan Freeman?,What film stars Bruce Willis Morgan Freeman and is co-creator of?
Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral when was that?,What was the date of the Gunfight between the two men who defended Virgil
Which director was born more recently Tony Kaye or Marc Webb?,Who is older Tony Kaye or Marc Webb?
WHere are both Sanming and Jiutai District located?,Sanming and Jiutai are both located in which country?
Who is considered the more well known author Roger Angell or Harry Stephen Keeler?,Who wrote an annual Christmas poem for The New Yorker Roger Angell or Harry Keeler
Sachem Central School District encompasses the CDPs that include the hamlet in which New York county?,What county is the census-designated place of Holbrook in New York?
In addition to Syosset Central Half Hollow Hills Central and the school district that has Henry L. Grishman as its superintendent what other school district is near Hauppauge Union Free School District?,Which school district is near Hauppauge Union Free School District?
What city does Saint Paul School of Theology and United Methodist Church of the Resurrection have in common?,What state is the original campus of Saint Paul School of Theology located?
Which school is older Dartmouth College or Cornell University?,Which university was founded in 1865 by Ezra Cornell and Andrew Dickson White?
What was Sophia Dallas' husbands name who served under the 11th president of the United States?,Sophia Nicklin Dallas was the wife of which president?
Are Nikolaschka and White Russian made of beer?,Are White Russians and milk drinks served with ice?
In which period the first King of Norway's son who was the king of Norway?,What year did the son of Harald Fairhair die?
According to the 2010 census what was the population of the city in which Andover USD 385 is located?,What was the population of the city where USD 385 is headquartered?
What is the alleged rank of the mafioso who ran the Chicago Outfit with John DiFronzo Joseph Andriacchi Angelo LaPietra and ames Marcello?,What was the name of the man who was a front boss for the Chicago Outfit criminal organization
Name one of the Judges of Spring Baking Championship television series who was born on December 17 1974 ?,What pastry chef and television personality was the winner of the Holiday Baking Championship?
Who was born first Juan Rulfo or John le Carré?,Who was born first Juan Rulfo or David Cornwell?
Nicholas Pinnock stars as Jason Backland in a series direccted by who ?,Who directed the series The Bridge?
Philip Savage served as Direcor of Player Personnel for the Baltimore Ravens under what general manager who was inducted into both the College and Pro Football Halls of Fame?,What former Browns' player and member of the Pro Football Hall of Fame was inducted into
Which genus has 5 known species Leonotis or Psychopsis?,Which genus is more common Leonotis or Psychopsis?
What song originally released by an American rock band active in the late 1960's and early 1970's did The Reels do a cover of in 1986?,The Reels had top-10 Australian Kent Music Report Singles Chart success with covers of which American
The State Theatre is part of a performing arts centre located in what Australian suburb?,The State Theatre is part of a performing arts centre located in what central Melbourne suburb?
What film did Tom Wu appear in that also starred Jason Statham and Ray Liotta? ,Which 2005 British-French crime thriller film starred Jason Statham?
The Gap band was from what neighbor hood that was known as the black wall street?,The band is named after streets (Greenwood Archer and Pine) in what neighborhood that was
Who was born first Karen Joy Fowler or Bruce Chatwin?,Who was born first Karen Fowler or Charles Chatwin?
Are both Papa John's Pizza and Papa Gino's specialized in Pizza?,Are Papa John's Pizza and Papa Gino's Inc. both American restaurant chains?
In 2008 who were the two actors stared along with a South Korean actor singer and model who won best actor in five prestigious award ceremonies.,What award was won by the director of the 2008 South Korean action western film The Good the Bad
Who was the wife of the president when William Bainbridge started his career?,William Bainbridge served under six presidents beginning with John Adams and was a dedicated di
Are Roger Waters and Tom Johnston both musicians?,Are George Waters and Charles Tom Johnston both musicians?
Which part of Handel's Messiah covers the birth of a child who according to the gospels of Luke and Matthew was born in Bethlehem?,Which part of Messiah is structured differently from the nativity of Jesus?
How many total staff (including part-time flexible and fixed contract staff) does the broadcaster who released HyperNormalisation employ?,What is the total number of staff for the BBC documentary HyperNormalisation?
James Conlon directed the oldest outdoor Music Festival that is located and what state?,In what state is the festival where the music director of the Chicago Symphony Orchestra is located?
In which of the largest surviving medieval old towns in Europe is the Vilnius Cathedral located?,The Cathedral of Vilnius is situated in what town with an area of 3.59 square kilometre
The standard that defines Svalbard and Jan Mayen is similar to what standard that originated in the United Nations Statistics Division?,Svalbard and Jan Mayen are similar to the three-digit country codes developed and
What province is the city where Matts (Matti) Wiktor Hoikka was a blacksmith and politician?,Matts Wiktor Hoikka was born in what province?
Near what ocean does the highway carried by the Long-Allen bridge terminate near?,The Long–Allen Bridge is a truss bridge in Shreveport
Where does the city situated where Kellyville Ridge is located?,What is the location of the local government area in western Sydney located on the Cumberland Plain
Which contest did the singer of the song Mama's Song win ?,Mama's Song is a song recorded by American country music singer Carrie Underwood co
What Polish pioneer in watchmaking was an associate of Wincenty Gostkowski?,Who was the founder of Patek Philippe & Co. Wincenty Gost
Who has a wider scope of profession Hrag Vartanian or Hovsep Pushman?,Who is the editor-in-chief of Hyperallergic and the curator of the arts blog
What brother of Stanley Alan Van Gundy is a color commentator for ESPN?,Who is the brother of the former New York Knicks and Houston Rockets coach who is
Who are the executive producer of the Adult Swim skit show that Odd Future had?,Who are the executive producers of the show that was filmed in the United States?
what producer of The Real Housewives of Orange County also hosts Watch What Happens Live with Andy Cohen?,Who hosts the Bravo nightly series Watch What Happens Live with?
Which is a post-punk band Boy Hits Car or The The?,Which band was formed first The The or The The?
From 2003 to 2008 Tom Holland was responsible for what  ?,What role did the Kansas House of Representatives member who was a member of from 2003 to
Viscount Yamaji Motoharu was a general in the early Imperial Japanese Army which belonged to which Empire?,Viscount Yamaji Motoharu was a Japanese general in the early Imperial Japanese Army
What is the former name of the animal whose habitat the Réserve Naturelle Lomako Yokokala was established to protect?,What is the name of the species that is protected by the Bonobo ape
When was the judge born who made notable contributions to the trial of the man who tortured raped and murdered eight student nurses from South Chicago Community Hospital on the night of July 13-14 1966?,Louis B. Garippo made notable contributions during the trial of an American mass murderer who 
Who has released more studio albums 10 Years or Edward Sharpe and the Magnetic Zeros?,Which band formed in Knoxville Tennessee in 1999 released their eighth studio album (How to Live)
Are Columbia University and University of Colorado both private universities? ,Are Columbia University and University of Colorado both public universities?
Do both Icehouse pieces and El Grande come from the same game?,Are Icehouse Pyramids and El Grande both board games?
Shirley Breeden won her first Senate term in a narrow upset over the politician who was a member of what branch of the armed forces?,What is the military occupation of the person who upset the incumbent Republican Rep. Joe Heck?
The Westchester Knicks are a basketball team in a minor league basketball organization that was known as what from 2001 to 2005?,The Westchester Knicks are an American professional basketball team of what league from 2001 to 2005
 Srivariki Premalekha is a movie based on Premalekha which is what type of book that is a long written work of narrative fiction?,Srivariki Premalekha is a 1984 Telugu comedy film based on what
Does Erodium or Cymbidium include more species?,Which genus is more common Erodium or Cymbidium?
College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,College Humor is a 1933 American pre-Code musical comedy film directed by Wesley Rug
which coach did the longest tenured active coach n both the NBA and all US major sports leagues replaced in 1996?,Who was replaced by the longest tenured active coach in both the NBA and all US major sports
This American is best known for his work on such Disney animated films as Beauty and the Beast and a 1996 American animated musical drama film whose plot centers on who?,Kirk Wise directed the 1996 American animated musical drama film that centers on what deformed bell
Bytham Castle is a castle in the civil parish of how many houses?,Bytham Castle was a castle in a village and civil parish of what number of
Who was the recipient of a prize also given to a player for Chinese club Tianjin Quanjian?,Which Brazilian professional footballer was awarded the Bidone d'Oro?
Which animal-themed Disney classic film appeared first That Darn Cat! or Perri?,Which 1957 film was based on the 1938 film Perri?
Are Yucca and Rodgersia both perennials?,Are Yucca and Rodgersia both perennials?
Are TEC-1 and Dubna 48K are based on the same processor?,Are the CPUs that were used in the XP Pro based on the Zilog
What movie did actress Irene Jacob complete before the American action crime thriller film directed by Stuart Bird?,What 1998 American action crime thriller film directed by Stuart Baird was Irène Marie Jacob
Who was born first Mark Steven Johnson or Robert Thornby?,Which director and actor of the silent era was born first Mark Johnson or Robert Thornby
What is the english translation of the name of style of novel of which The Company is an example?,What is the French word for what type of novel about real life overlaid with a
Where is the author of Killing Pablo The Hunt for the World's Greatest Outlaw (2001) born?,Where was the author of Killing Pablo the Hunt for the World's Greatest Outlaw
Which band formed first Cha Cha Cohen or Swervedriver?,Which band was formed first Swervedriver or Cha Cha Cohen?
Which magazine launched first Real Simple or Life?,Which magazine ran weekly Real Simple or Life?
What year did the shopping centre on the street numbered B411 open in the space of in the retail space of the former William Whiteley Limited department store?,In what year did the shopping centre in Bayswater London England opened?
What was the middle name of the pilot who was portrayed by Levon Helm in the film The Right Stuff ?,Who was the pilot of the Air Force test pilot who co-starred in the film Levon
The Companions were the first of what type of cavalry?,What type of formations were created to lead an attack?
What year did the director of The Quiet American die?,The Quiet American was written and directed by an American film director who died in what year
Where did this dish emerge in the late 1950s that is a long-standing tradition in New Jersey? ,New Jersey is home to approximately 525 diners the most of any state where disco fries
What do Josef Veltjens and Hermann Goering have in common?,What was the name of the recipient of the Pour le Mérite?
How many albums have been sold by the singer who released the 2002 single Sk8er Boi?  ,Sk8er Boi is a song by Canadian singer-songwriter Avril La
Whos version of Dawn of the Dead did R.D. Reid act in the original by Zack Snyder or the remake by George A. Romero?,Who directed the remake of George A. Romero's 1978 film of the same name
Christopher I of Denmark succeeded his brother who was king during what period?,What time did the king of Denmark who succeeded his brothers on the throne live
What was the name of the country ran by the president who maintained the mercenary unit White Legion? ,The White Legion was a mercenary unit during the First Congo War employed on
Who was born earlier Garry Marshall or Leni Riefenstahl?,Who was born first Garry Marshall or Helene Bertha Amalie?
The Collection at RiverPark is anchored by Target and an American supermarket chain that features foods without what type of fat?,What is the name of the American supermarket chain that anchored the Target Whole Foods Market?
What is served shaken with ice and should not be mistaken with the name Margarita?,What is the name of the cocktail that is served shaken with ice (frozen mar
Both Dusty Drake and Joe Diffie sing which genre of music?,What is the genre of music that Joe Logan Diffie released in 2008?
What is the city in which Bauerfield International Ariport is based out of?,Which airport is located closest to Bauerfield International Airport or Air Vanuatu?
Who was born first Jorge Amado or James Leo Herlihy?,Who was born first Jorge Amado de Faria or James Herlihy?
Which star in the Maltese Bippy died in 1987?,Which American comedian was in the 1969 film The Maltese Bippy?
Which British Indian novelist and essayist did Anthony Burgess address in a lengthy letter?,An Essay on Censorship is a lengthy letter in verse by Anthony Burge
Jing Tian was known for her role in a movie directed by who?,Who directed the 2013 Chinese-Hong Kong action crime thriller film starring Jackie Chan?
How big is the campus of the University that Ben Bahan is a professor at ?,Benjamin James Bahan is a professor of ASL and Deaf Studies at a
Do Cathy Berberian and Dickran Tevrizian share the same profession ?,Are Catherine Berberian and Dickran Tevrizian both American?
What is the pen name of author Carolyn Janice Cherry who wrote the Fortress Series?,Which author of Fortress is born first Carolyn Cherry or C. J. Cherryh?
Are Robin Wilson and Adrienne Bailon of the same nationality? ,Are Robin Wilson and Adrienne Houghton both musicians?
 Which singer who released his debut solo album in 2012 served as producer for the EP Live at the Third Man by White Denim in 2011?,Who produced the album Blunderbuss?
What is the middle name of the actor who hosted the24th People's Choice Awards with  Reba McEntire ?,What is the name of the comedian who hosted the show that was broadcast on CBS?
In which theater did Heidi Brunner a Swiss opera singer play the role as Annio? ,Heidi Brunner sang in a work that premiered on 6 September 1791 at what theatre
Who published the film magazine that Peter Biskind was executive editor of from 1986 to 1996?,Peter Biskind was executive editor of Premiere magazine published by which company?
Father Jean-Pierre Aulneau de le Touche was killed before he could go on an expedition to Mandan which is located in which state? ,Father Jean-Pierre Aulneau de la Touche S.J. was killed before
The Battle of the Catalaunian Plains involved the king of the nomadic tribes of which peoples?,What is the language of the people who fought in the Battle of the Catalaunian
Both The Badgeman and +44 were bands concieved in which country?,The Badgeman were a four-piece indie rock band from Salisbury Wil
Do the University of Florida and University of Texas System combine to have both a 2000 acre campus and over 216000 students?,Are the University of Florida and the UT System both public universities?
In which town was the amusement park that is operated by Britannia Jinky Jersey Ltd located where the first  Tomorrow's Parties Festival was held?.,Which holiday park was founded by Barry Hogan in 2001 in preparation for the first All Tomorrow'
Which tennis player is South African Mariaan de Swardt or Kateryna Bondarenko?,Who played as a professional from 1988 to 2001 Mariaan de Swardt or Katery
What is the nationality of the illustrator of Chaos Marauders?,Chaos Marauders is a card-based board game for 2-4 players illustrated by
What is the primary duty of the Austrian Pinscher and the Maremma Sheepdog?,What is the purpose of the Maremma Sheepdog and Austrian Pinscher?
Australian National Airways was founded by the person who made the first what in 1928?,What was the first flight made by the founder of Australian National Airways?
What is the real name of the free jazz drummer on the album Center of the World?,Who was born first Center of the World or Muhammad Ali?
What island in the center of Pearl Harbor is connected to the O'ahu by a floating bridge?,Admiral Clarey Bridge provides access to what islet in the center of Pearl Harbor O
When did the party inspired by Cacareco begin in Canada?,Cacareco's candidacy inspired a registered political party in Canada from what era
Jim Atchison was the President of the theme park that had headquarters in what city?,Where is the company where the CEO of SeaWorld Parks & Entertainment is headquartered?
The McKinley Tariff was framed by the representative who was later assassinated in what month?,What year was the 25th President of the United States assassinated?
What city does Paul Clyne and David Soares have in common?,Paul Clyne and David Soares are both in what state?
Where did the free agent quarterback acquired for the 2015 Buffalo Bills season play college football at?,What college did the 2015 Buffalo Bills season have in common?
What topic does GeekDad cover that pertains to a line of plastic construction toys that are manufactured by a privately held company based in Billund Denmark?,What is the name of the line of plastic construction toys that is manufactured by The Lego Group?
What are both Stauntonia and Pimelea?,Stauntonia and Pimelea are which type of plant?
Arundel Castle was damaged during a war between which two groups?,What group of people occupied the castle during the English Civil War?
Michael Standing was long term friends with which professional midfielder from West Brom?,What English professional footballer played for West Bromwich Albion?
What was the alternate slang name for the World War I era grenade that the egg grenade was less awkward than to handle?,What is the name of the weapon that was more portable than the heavier Kugelhandgranate
The Collective for Living Cinema of Lower Manhattan featured work from what filmmaker also known as Denis Kaufman?,Who was born first Dziga Vertov or The Collective for Living Cinema?
During the period known as the Second Red Scare Alexander Trachtenberg was convicted under which Act?,What was the name of the term used to refer to the Second Red Scare?
What phone series serves as the successor to phones officially unveiled at the Samsung Unpacked 2015 event?,Which Samsung Galaxy S7 series is the successor to the Galaxy S5?
Which Russian professional ice hockey player known as the Magic Man was the final recipient of the NHL Plus-Minus Award?,Which Russian professional ice hockey player and captain for SKA Saint Petersburg of the Kontinen
Who lived longer- Bernard-Marie Koltès or Philip José Farmer?,Who was born first Bernard Koltès or Philip Farmer?
Who was born first out of  Thomas Carr and Joyce Wieland?,Who was born first Thomas Carr or Joe Wieland?
What date was the movie originally supposed to be released that was delayed due to the unlawful distribution of private photographs of Edison Chen with various women?,What year was the film that was delayed due to the Edison Chen photo scandal released?
When was George Harrison's second single from his album that was made with rising conflicts with Warner Bros. released in the United States? ,When was the single Teardrops released?
Who lived longer American author Owen Wister or Canadian author Lucy Maud Montgomery? ,Who was born first Owen Wister or Lucy Montgomery?
Who produced the film that was Jennifer Kent's directorial debut?,Jennifer Kent is an Australian actress writer and director best known for her horror film The Babado
You Are is a song from which Pearl Jam album dealing with the September 2001 terrorist attacks?,You Are is a song by the rock group Pearl Jam from what album released on November 12
The scientists who discovered Tedatioxetine were from what international pharmaceutical company?,Tedatioxetine was discovered by scientists at what company?
What 1997 song was on the Garth Brooks album that debuted at #1 on the Billboard 200?,Which song was recorded by Garth Brooks on his seventh studio album?
Were both magazines Diva and Cleo founded in the same country?,Are DIVA and YSL magazines published in the United Kingdom?
Are Yoo-hoo and Faygo both carbonated drinks?,Are Yoo-hoo and Faygo Beverages both American?
Kaye Stevens was an American singer and actress whose big break came at what hotel on the Las Vegas Strip that operated from April 1955 to May 2015?,What hotel and casino operated from April 1955 to May 2015 was the name of the hotel where Kay
Which American band was formed the earliest CKY or Violent Femmes?,Which American folk punk band from Milwaukee Wisconsin originally active from 1980 to 2009 is a band
What team did Travis Cortez Mays play on which currently compete in the Big 12 Conference.?,What team is currently competing in the Big 12 Conference?
Helen Margaret Lederer appeared on a BBC television sitcom created by Jennifer Saunders that is based on what 1990 sketch?,What 1990 sketch was the inspiration for the BBC television sitcom created by Jennifer Saunders?
The Churchills is a TV exploration of Winston Churchill and his ancestor the Duke of Marlborough presented by which English historian and broadcaster?,Who is the English constitutional historian and a radio and television presenter who presented The Churchill
Which of Mabel Keyes Babcock's distant relatives wrote Of Plymouth Plantation and served as Governor of the Plymouth Colony? ,Mabel Keyes Babcock was a descendant of which governor of Plymouth Colon
Saturn AL-31 is an engine that powers the aircraft produced in what country?,What country has developed the Saturn AL-31 and Chengdu J-10?
At what age did Cieli di Toscana's singer become blind?,What age was the singer of Cieli di Toscana born with poor eyes
Which region of Austria means 'Estate of the Salt Chamber' and covers the village of Obertraun a popular destination for skiing and snowboarding in the winter?,What is the name of the resort Obertraun is located in?
