question,predicted
The American short horror The sub stars which American actress make-up artist and producer born in 1964?,Which actress who played Nancy Thompson in A Nightmare on Elm Street is the star of
Are Cardinal Health and Kansas City Southern located in the same state?,Are Cardinal Health Inc. and Kansas City Southern both companies?
What corporation does the company that publishes the monthly magazine that focuses almost exclusively on the Western United States and featured photograph by Julius Shulman of a home designed by Rodney Walker belong to?,What subsidiary of Time Warner published the magazine that Rodney Walker contributed three designs to?
In which city are Anadoluhisarı and Church of St. Mary of Blachernae both located?,Anadoluhisar is a fortress located in what city?
What is represented on the cover art of the studio album that includes the song Speed of Sound?,What is the name of the cover art for the album Speed of Sound?
Kentucky Truck Assembly and Louisville Assembly Plant are two auto factories in the city of Louisville operated by which car maker?,Which company operates another plant in Louisville Kentucky?
Which team did Joe Buck's father broadcast for?,Robert “Bob” Buck was the younger brother of late St. Louis Cardinals radio
In which year was this single by Cher written by  Brian Higgins and included in the album The Very Best of Cher released?,The Very Best of Cher is the eighth compilation album by American singer-actress Cher released on
Who was known for playing a fictionalized version of the wild politician who was the face of communist scare tact's in the early 1950's?,Who played the brash Sen. John Iselin in The Manchurian
Which breed of dog came first the Norrbottenspets or the Blue Lacy?,Which dog was used first Norrbottenspets or Lacy Dog?
Which wrestler who died in 2009 featured on the wrestling show Starrcade?,Who was the ring name of the American professional wrestler author former collegiate football player and
What character did the actor born on January 19 1944 play in As the World Turns?,Who played the villainous character of Barbara Ryan Coleman?
What giant silverware company was started as a religious Utopian group and was for many years run by Pierrepont Noyes?,Pierrepont Burt Noyes was brought up in a religious community that eventually became what
Who was born first out of Arnel Pineda and Trace Cyrus?,Which singer is older Arnel Campaner Pineda or Trace Cyrus
How large of the area is the nature reserve south of Seacroft Esplanade?,What is the area of the nature reserve in which Seacroft is located?
Richard Burton became involved in a mayoral campaign for a politician that previously served as the Mayor of Baltimore during what time period?,Richard Burton became involved in the first Mayoral campaign of an American politician and attorney who served as
The Dying Swan is a famous solo associated with Anna Pavlova. Whose music is it based on?,Anna Pavlovna Matveyevna Pavlova was a Russian
The star of The Inkwell also starred in what 1993 movie as O-Dog?,The Inkwell stars an actor best known for his roles in which 1993 hood film?
What Estonian composer whose music is partly inspired by Gregorian chant set the Latin text of the Magnificat canticle in 1989?,Which Estonian composer of classical and religious music set the Latin text of the Magnificat cantic
Which is a type of gun dog the Labrador Retriever or the Tibetan Terrier?,Which dog is more popular Labrador or Tibetan Terrier?
In which professional wrestling promotion did Randy Savage perform after he left the World Wrestling Federation?,Randy Savage was an American professional wrestler and color commentator best known for his time in
Leonard Logsdail had a cameo role in the biographical film directed by whom?,Leonard Logsdail has had a cameo acting role as a tailor in
Are Super High Me and All in This Tea both documentaries?,Are Super High Me and All in This Tea both documentary films?
What day of the week does the Korean cooking-variety program featuring the owner of Dear. bread air?,Lee Won-il is a cast member in a 2014 South Korean cooking-var
Which Hells Angel member stabbed and beat an attendant of the 1969 counterculture-era rock concert in the United States?,Who stabbed and beaten the 18-year-old African-American man at the
In which Sottish Region is the castle in which] Sir Roger de Kirkpatrick was born ?  ,Sir Roger de Kirkpatrick of Closeburn fl. 14th century was born circa
 How many acres did this plantation consist of in which the Honourable The Irish Society was set up to colonise County Londonberry? ,What was the official land area of the Society of the Governor and Assistants London of the New
What airline holding company located in Solna Municipality Sweden owns a technical aircraft maintenance company located in Arlanda Sweden?,Which company is owned by the company that provides technical maintenance of aircraft to airlines in and outside the
Lighthouse Beach is a small section of the Fire Island National Seashore that is adjacent to a state park in Long Island that is how big?,Lighthouse Beach is a small section of the Fire Island National Seashore that is adjacent to
What party campaigned for the Irish Home Rule Movement?,Which political party was replaced by the Irish Parliamentary Party?
The winner of the the London Riders' Championship in 1953 scored how many points in the 1952 Individual Speedway World Championship?,What was the point score of the rider who won his second straight World Championship?
Which of the following was founded in 2003 University of Arizona or Presbyterian University College?,Which university was established first University of Arizona or Presbyterian University College Ghana?
Which opera had more contributions to its making from friends of the composer of the opera Eugene Onegin or The Devil and Kate?,Which opera was composed by Pyotr Ilyich Tchaikovsky?
What did the NBA player who visited Tlacote el Bajo win during his rookie season?,What awards did the former NBA player who visited Tlacote el Bajo win
What musician is ranked 9th in the Top 100 Greatest Metal Guitarists and started a band in 1990 in Los Angeles California?,Who is the director of the majority of Tool's music videos?
What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Which play was adapted by Jerry Orbach and Ira Lewis Metsky?
Which American novelist was notable primarily for publishing science fiction Allen Drury or Philip K. Dick?,Who was born first Allen Drury or Philip Dick?
Who was the director of the film featuring the character Supah Ninjas?,Who directed the 2014 animated feature film Big Hero 6?
How many European Jews died in the catastrophe of which Eva Hayman is a survivor?,Eva Hayman was a Holocaust survivor when she was sent on a train to
Where is the location of Liberty Square park in Disneyland California?,Liberty Square is one of six themed lands and is exclusive to the Magic Kingdom a theme
What was the occupation of the man who founded the Huffman Historic District which is a part of the Historic Inner East neighborhood in Dayton Ohio Unoited States?,The Historic Inner East neighborhood includes two historic districts primarily by what type of person?
Brinckerhoff New Yorkhad a role in a CBS sitcom created by whom?,Colin Lewes Hanks stars in a sitcom created by who?
Panna a netvor is a re-telling of a classic tale by what novelist?,Who wrote the fairy tale that was re-telling the classic tale Beauty and the Beast
What group released a song called Stinkfist on September 17 1996?,Stinkfist is a song by which American rock band?
Is Velvetpark or Shape magazine written more for a lesbian and queer-identified female readership?,Which magazine was founded first Velvetpark or Shape?
What concert tour headlined by Coal Chamber in 1999 was named after the popular hit song by the Puerto Rican singer Ricky Martin spanish for the crazy life?,Which song was released first Livin' la Vida Loco or La vida loc
Where was one of the runners born who almost broke Craig Virgin's Illinois Boys Cross Country record?,Craig Virgin is an American distance runner who was born in what Lithuanian-American triathlet
Which genus of flowering plant is found in an environment further south Crocosmia or Cimicifuga?,Which genus is native to the grasslands of southern and eastern Africa Crocosmia
Are both the flowering plants Desfontainia and Alisma  in the family Potaliaceae?,Are Desfontainia and Alisma both genus of flowering
How many people go through the airport where Darwin Airline's headquarters are located?,What year do the headquarters of the Swiss regional airline with its head office in Bioggio Lu
Who voices the character that stars in Baseball Bugs?,Baseball Bugs is a Warner Bros. Looney Tunes theatrical cartoon short released on
Between two scientists Ernst Messerschmid and Philippe Perrin who is older?,Who was born first Ernst Messerschmid or Philippe Perrin?
Who was born first Grigory Margulis or Leonid Levin?,Who is younger Gregory Margulis or Levin?
Between two bands Mastodon and Hole which one has more members?,Which band from Atlanta Georgia has seven studio albums and has a concept album based on the
Are the Prince of Wales and Flaming beverage both non-alcoholic drinks?,Are Prince of Wales and Flamed beverages both a cocktail?
What Major League Soccer team owned by Anthony Precourt is coached by a retired American soccer player ?,What is the name of the club where the head coach of the team is a former player
Which novelist was educated in London C. S. Forester or Helen Zahavi?,Which writer Cecil Forester or Helen Zahavi was born first?
What community in Imperial County California is partly named after a species of tree that is native to North America Europe and western Asia?,Which community is located in Imperial County California Alamorio or Populus section Aige
Are both Trace Cyrus and Jizzy Pearl vocalists?,Are Trace Dempsey Cyrus and Jizzy Pearl both American singers?
Carroll County for 12 of the 13 counties were named for which wealthy Maryland planter?,Which signatory of the Declaration of Independence was a wealthy Maryland planter?
The Curaçao Centre for Correction and Detention changed its name to Sentro di Detenshon i Korekshon Kòrsou at this event which saw the dissolution of a Caribbean country on what date?,When was the Netherlands Antilles disdissolved?
To which place was this Irish convict portrayed by Oscar Redding in Van Diemen's Land transported for theft?,Which 2009 Australian thriller is set in 1822 in colonial Tasmania?
Were Joss Whedon and Norman Mailer both Americans?,Are Joseph Whedon and Norman Mailer both writers?
Who is the director of Hollywood film 7th Heaven (1927) Jerry Belson or  Frank Borzage?,Which director was most remembered for directing 7th Heaven?
What type of film is Jordan Roberts 2017 film release?,Jordan Roberts was nominated for an Annie Award for Writing in a Feature Production
Though one castle is on an Isle and the other on a ridge what to they share in common regarding their locations? ,Kilcoy Castle is a 17th-century castle near Muir of Ord
Which movie used more styles of animation and filming James and the Giant Peach or Tangled ?,Which film was produced first James and the Giant Peach or Tangled?
The elder sister of Darleen Carr is best known for her role as which Von Trapp daughter in The Sound of Music?,Darleen Carr has two sisters Shannon and Charmian Carr who were in the film version
Arthur Noss was a gunner for the commader during which two European theatre battles in WWII?,Arthur Rex Hurden Noss was credited with nine aerial victories during what battle
Which genus has more species Lantana or Silybum?,Which genus is more widespread Lantana or Silybum milk thist
Hey Ya is a song performed on The Ed Sullivan Show on CBS by which hip hop artist in 2003?,What song was produced by André 3000 for his 2003 album The Love Below?
The people for whom pap is a staple food speak a language that is a major branch of what language family?,What language family is used to make a porridge or polenta?
The 2014 Baylor Bears football games were played at the stadium whose name was changed during what month?,The 2014 Baylor Bears football team played their 116th football season this was the team
What items are used to play both Lapta and Rounders?,Lapta and Rounders are both what?
Who died more recently Lincoln Steffens or Monique Wittig?,Which author was born first Lincoln Steffens or Monique Wittig?
What movie directed by Tim Fywell included the actress who also appeared in Euro Trip and Inspector Gadget?  ,What 2005 American figure-skating film starred Michelle Trachtenberg?
Brad Elterman is a professional photographer who addressed the rock 'n' roll lifestyle of a band that became noted for what?,Brad Elterman addressed the rock 'n' roll lifestyle in Hollywood encompassing pop pun
Who wrote lyrics for both Little Shop of Horrors and the song Be Our Guest? ,Who wrote the song Be Our Guest for Walt Disney Pictures' 30th animated feature film?
In which city have Gary Ayres and Neil Craig both been head coach of the Crows?,What city was the 2010 AFL season of the Hawthorn Football Club and the captain
Which team did Art Briles lead to a victory at the Orlando Citrus Bowl on December 29 2015?,Which team played in the 2015 Russell Athletic Bowl?
Having written singles for several country acts including Randy Travis Blake Shelton and Keith Whitley what singer song writer achieved his 3rd No 1 single by writing Always and Forever?,Who wrote the song Forever and Ever Amen?
Which group of outlaws from the 1890s shares a name with a Yugoslav rock band?,Which group of outlaws in the American Old West during 1890–1892 was known
Which of the following buildings was designed by SHoP Architects 247 Cherry or General Motors Building?,Which building is located next to the former Savoy-Plaza Hotel?
In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,Providence Hospital and MedStar Georgetown University Hospital are located in which state?
A celebrity magazine that has featured Snoop Dogg and footballers such as Riyad Mahrez and the creator's team-mate Juan Mata was launched by which former Manchester United player?,Which celebrity has featured in the first issue of #5 Rio?
Who was born more recently Billy Corgan or Jeff Martin?,Which musician is best known for fronting the rock band The Tea Party Billy Corgan or Jeff
Of Mehran University of Engineering and Technology or University of Debrecen which is in Pakistan?,Which university is located in Jamshoro Sindh Pakistan Mehran University of Engineering and Technology
What movie studio produced The Benchwarmers which starred Rob Schneider and Napoleon Dynamites lead actor Jon Heder?,What company produces the 2006 American sports-comedy film that Jon Heder acted
What kind of musician does Robert Plant discography and John Bonham have in common?,What occupation did Robert Plant and John Bonham have in common?
What is the name of the city located near the historical region known as Margianḗ in Greek?,Merv Turkmen Merw was a major oasis-city in Central Asia on the historical
What languages did the son of Sacagawea speak?,What languages did the man who named Charbonneau speak?
What Future Publishing founder co-hosted the annual TED Conference with June Cohen?,Who is the owner of TED and the producer of TED's year-round salon
What is the worth of the logo that appears alongside the Just Do It slogan?,Just Do It is a trademark of shoe company Nike and one of the core components of Nike
Are K. Subash and Jason Bateman from the same country?,Are Suresh Krishnan and Jason Bateman both actors?
Which American filmmaker has directed more films Jon Paul Puno or Ken Kwapis?,Who directed the single-camera sitcom Sesame Street Presents Follow That Bird
What role did Julianne Moore play in the 2002 Oscar winning movie?,The Hours was made into a 2002 movie starring an actress who is known for her
The first of the Simon Bloom books was optioned by a company founded in what year?,Simon Bloom was optioned by an American film studio founded in what year?
Do Ray Wilson and Leo have the same nationality ?,Are Raymond Wilson and Jung Taek-woon Hangul both singers?
Who starred in a 2015 zombie film with Northern Irish actor?,Who stars in the 2015 British zombie horror film The Rezort?
Who wrote shorter stories Raymond Carver or Lydia Davis?,Who was born first Lydia Davis or Raymond Carver?
What Jurassic Park star was also in the Rainbow Warrior?,Which New Zealand actor starred in the 1993 television film The Rainbow Warrior?
Who produced the 2015 film starring Jesse Eisenberg Gabriel Byrne Isabelle Huppert David Strathairn and Amy Ryan?,Who produced the 2015 internationally co-produced drama film directed by Joachim Trier?
An American football quarterback for the Chicago Bears was a star of a game released when?,When was the game released that was the cover athlete for the NFL NFL NFL NFL NFL NFL NFL
Brent Hodge and Harley Knoles are both know for being a what?,Brent Hodge won two Shorty Awards under what category?
Devil's Food is a singles compilation by an American rock and roll band that has also been known to play country shows under what?,Devil's Food is a singles compilation by the American rock and roll band Supers
The 2015 American drama film Being Charlie stars which Canadian actor that appeared in Adoration and Saw VI?,Which Canadian actor played the lead role in the Atom Egoyan-directed film Ador
Who is the current governor of the state where former wrestler Stephen Cepello painted the Governor's Mansion?,Stephen Cepello painted the portraits of the governor of Minnesota who is the current governor of
 I Will Not Say Goodbye is a song written in part by a music artist who first gained national attention as a winner of what talent competition?,I Will Not Say Goodbye was written by an American country music artist who first gained national
Who directed the movie for which Jason O'Bryan was nominated for a grammy for best soundtrack?,Jason O'Bryan worked on the soundtrack of a 2001 Mexican drama film directed by
What country of origin does Eric Lucassen and Party for Freedom have in common?,Eric Lucassen is a member of which nationalist and right-wing populist political
Which musician is older Chantal Claret or Max Green?,Which singer/songwriter is older Max Green or Chantal Claret?
Is the university that Mary Jane Phillips-Matz attended in New York a public or private school?,Mary Jane Phillips-Matz was born in Lebanon Ohio and educated at what I
Which sports station was the host of The Late Show prior to Damien Fahey an anchor for?,What network did the host of The Daily Show who was a guest host for CBS's
Kyle Ezell is a professor at what School of Architecture building at Ohio State?,Kyle Ezell is a professor and head of the undergraduate planning program at what school?
When was the pianist who recorded Live at Shelly's Manne-Hole born?,When was the pianist who recorded Live at Shelly's Manne-Hole born?
Which genus is native to more continents Nothoscordum or Callirhoe?,Which genus is native to North and South America Nothoscordum or Callir
Securinega and Zamioculcas are both examples of what?,Securinega and Zamioculcas are which type of plant?
 What team does the oldest son play for from the family whose middle son plays for the Chicago Bulls and the mother and father and third son all played basketball.,Pekka Juha Markkanen is the father of a Finnish footballer who played
What genre was the film that Chun Woo-hee acted in 2016?,Chun Woo-hee is a South Korean actress who has appeared in what genre
Are both Bird Talk and Decibel monthly magazines about birds?,Are Bird Talk and Decibel both magazines?
Where is the headquarter of the American multinational chemical corporation who's part is Dow AgroSciences?,The Enlist Weed Control System is an agricultural system that includes seeds for genetically modified
Are York Minster and Brentwood Cathedral in the same country?,Are both Cathedral and Metropolitical Church of Saint Peter in York and Cathedral of St Mary and
Are Cryptanthus and Gagea both a genus?,Are Cryptanthus and Gagea both genus?
Warren Gamaliel Harding had an affair with which American secretary born on November 9 1896?,Who was the mistress of Warren Harding?
 No. 3 Elementary Flying Training School RAAF operated at an Airport during World War 2 that is closest to Which city center in Australia?,What city is the No. 3 Elementary Flying Training School located in?
Are Ainslee's Magazine and The Australian Women's Weekly both monthly magazines?,Are Ainslee's Magazine and The Australian Women's Weekly both published in
 Which attack resulted with the formal surrender of German forces the Battle of Guam or the Spring 1945 offensive in Italy?,Which Allied attack was the final Allied attack during the Italian Campaign in the final stages of
How is the Dutch footballer Ryan Babel connected to the song Wij Zijn Ajax?,What is the name of the Dutch footballer who plays for Beşiktaş who
Who wrote the film other than The Good Shepherd in which Leonard Logsdail appeared as a tailor ?,Leonard Logsdail has had a cameo acting role as a tailor in
What year was the film starring Hugh Jackman Jake Gyllenhaal and an actress appearing in The Cooler and The Jane Austen Book Club released?,What year was the film that Maria Bello appeared in directed by Denis Villeneuve?
Pokémon Arceus and the Jewel of Life and Totally Spies! The Movie both released in what year?,Totally Spies! The Movie and Pokémon Arceus and the Jewel of
In the NASA mission where Moon trees were taken into space what was the nickname of the Command Module?,Moon trees are trees grown from 500 seeds taken into orbit around the Moon by Stuart Roos
What election was Senator Harry Reid at in Nevada?,Robert T. Beers announced that he would run against Harry Reid in what election?
Aside from the all-NBA third team member in 1995 who was also a three-time NBA All-Star and the NBA Sixth Man of the Year twice which other two players were selected for the 1997 NBA All-Star Game from the Seattle SuperSonics?,Who was selected for the 1997 NBA All-Star Game in which the Seattle SuperSonics
What was the 2010 population of the city established around St. Mary's Mission?,What was the population of the city where the St. Mary's Mission was established?
Are the Chien Français Blanc et Orange and Cretan Hound both used for hunting in packs?,Are the Chien Français Blanc et Orange and Kritikos Lagonikos both
Jasmin Geljo is known for his role in a 2005 post-apocalyptic horror film written and directed by who?,Who directed the 2005 film that Jasmin Geljo played in?
What is the birthday of the oldest among Vicente García and Ximena Sariñana?,Vicente Garca has collaborated with a Mexican singer-songwriter and actress born
Who was the author of the book The Coming Global Superstorm and was also the host of the radio program Coast to Coast AM? ,Which American broadcaster and author wrote The Coming Global Superstorm and was one of the founders
Which American musician and songwriter was born earlier Adam Duritz or Cherie Currie?,Which American musician instrumentalist singer songwriter actress and artist was the lead vocalist of the Run
What is the main difference between the game Plateau and the game Colt Express?,Which board game is more railway-themed Plateau or Colt Express?
Who beat the Missouri Tigers in what is alternatively known as the Border Showdown?,Which team won the Border War in 2008?
The HMS Seraph is most famous for a WWII operation intended to cover the allied invasion of Sicily in what year?,HMS Seraph carried out a number of intelligence and special operations activities during World War
Although Michael Fincke's record was broken by Scott Kelly commander of the International Space Station (ISS) on Expeditions 26 45 and 46 what was his record for the most time in space?,What was the time in space that was broken by an astronaut who was born in Pittsburgh Pennsylvania?
Goldilocks and the Three Bares was a film that was totally separate from the fairy tale from what century?,Goldilocks and The Three Bares is a 1963 nudie-cuti
Are both Lygodium or Maxillaria a genus of orchids?,Are Lygodium and Maxillaria both genus of orchids?
The current home ground of the Salford Red Devils was built for what season?,Salford Red Devils R.L.F.C. has played at the stadium that
When was the younger brother of Ervin Randle born?,Ervin Randle is the older brother of a former American football defensive tackle born on what
The Red Butte Creek oil spill occurre din a pipeline that was owned by what successor company to Standard Oil?,Which American multinational energy corporation was responsible for the Red Butte Creek oil spill?
Which song that John Kirby scored  is often the final piece of music played during an evening of revelry?,John Kirby scored which song in the Vocal Melodies of Scotland?
What is the nickname of the singer with which Castor McCord played with in the 1920s?,What nickname was used by the trumpeter who played with Castor Cass McCord
A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,A Pair of Brown Eyes was composed by Shane MacGowan on the melody of 
What composer with an Italian libretto was born 4 March 1678?,Dorilla in Tempe is a melodramma eroico pastorale
What is the brand who makes canned meats that had its own cook off in Austin until 2007?,Spamarama was a long-time annual festival and competitive cookoff held in Austin
What is the full name of the company co founded by Jay Van Andel?,What company was founded by Richard DeVos and Jay Van Andel?
The lead of the CBS series I Had Three Wives played what role in Godspell?,I Had Three Wives' lead is known for playing what character in Godspell?
The project that Jeder Rappen zählt is inspired by began in what year?,What year was the Swiss version of the Serious Request started?
Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,Alexander Nikolayev received the title Hero of the Soviet Union and the Order of Len
Which of the case was held in a higher ranking court South Dakota v. Dole or Rogers v. Okin?,Which case was more significant South Dakota v. Dole or Rogers v. Ok
John Seasock was a professional monster truck driver that last drove a truck sponsored by a company headquartered in what city?,John Seasock last drove Grinder sponsored by Advance Auto Parts headquartered in what
Socialist conferences were held with what countries that opposed the Central Powers in the First World War?,Which countries opposed the Central Powers in the First World War?
What date in 2010 was a South Korean film starring  Kim Hyang-gi released?,When was the South Korean drama film released?
Charlotte Hatherley initially came to prominence in a band formed in what year?,Charlotte Hatherley is an English singer songwriter and guitarist she initially came to prominence as guitarist
What Air Base became an airport that is home to the 101st Air Refueling wing of the Maine Air National Guard?,What is the name of the base that was sold to the city of Bangor Maine to become
What is 25 miles south of Groom Lake?,Groom Lake is located 25 miles south of which census-designated place in Lincoln County Nevada
Said Fazal Akbar was appointed Governor by the President of Afghanistan that served until what day?,When did the President of Afghanistan's first governorship take place?
What type of ovulation does the animal formerly known as the pygmy chimpanzee have?,Which species is more common Concealed ovulation or Pan paniscus?
What role in the military did the discoverer of the elliptical galaxy NGC 3610 have before reaching Britain ?,NGC 3610 was discovered by a British astronomer who followed his father into what
What crossroads is the town located 10 km north of the Charcoal Tank Nature Reserve located?,The Charcoal Tank Nature Reserve is located 10 km south of a town on what highway
Are George Stevens and Luc Besson American cinematographers?,Are George Cooper Stevens and Luc Besson both film directors?
What was the title of the man who Sir Thomas Hungerford made his fortune working as a steward to?,Farleigh Hungerford Castle was built by a steward to who?
Caprice No. 5 was composed by what Italian violinist guitarist and composer who was the most celebrated violin virtuoso of his time?,Who composed Caprice No. 5?
Where was the 2015 MSA Formula Championship a multi-event Formula 4 open-wheel single seater motor racing championship held?,The 2015 MSA Formula Championship was a multi-event Formula 4 open-wheel single
What actress with the last name Saravanan starred in the 2004 Tamil film Arul?,Which actress starred in Arul English Grace?
Who founded gaming company which owns and operates the Red Rock Resort?,Red Rock Resort is owned and operated by a gaming company founded by who?
What 2014 Ottawa Fury goalkeeper coach missed a shot deflected off Ronnie Whelan in the 1987 Football League Cup Final?,Who was the goalkeeper coach for Ottawa Fury FC of the North American Soccer League?
Two of the pharmacy schools are Midway College School of Pharmacy and which first for-profit college or university to receive the Southern Association of Colleges and Schools?,What college was the third pharmacy school in Kentucky?
What band is a tribute to a band originally known as the Grizzly River Boys?,What Mormon music group was founded by Jason Deere and Dan Truman the pianist of the
Before moving to Boston to play at the New England Patriots in which city did Dean Caliguire play his college and NFL football?,Dean Patrick Caliguire was a member of a professional American football team based in
Which auhor is younger Nevil Shute or Grace Metalious?,Which author Nevil Shute or Grace Metalious was born first?
Was Talking Heads and Man or Astro-man? formed further north?,Which band was formed first Talking Heads or Man or Astro-man?
Amil Grove appeared in what  British tabloid published by News UK? ,Who has appeared in a newspaper published in the United Kingdom and Ireland?
Willi Forst and Brian Robbins are both what?,What occupation did Willi Forst and Brian Levine have in common?
Who is the father of the Prince in which William Joseph Weaver is most famous for painting a full length portrait of?,William Joseph Weaver's full length portrait of Prince Edward Duke of Kent and Strathe
SLS station was designed to allow access to the area of Las Vegas that includes a hotel and casino in what other town?,SLS station originally Sahara is a station on the Las Vegas Monorail in Las Vegas
Murray Seafield St George Head most recognised for which song from the concept album and subsequent musical Chess by Tim Rice Benny Andersson and Björn Ulvaeus?,Which song was originally rapped by Murray Head?
What organization does Sandra Pizzarello and Doctorate have in common?,Sandra Pizzarello is an Italian biochemist known for her co-discovery of
Henry W. Bloch School of Management is named after the founder of an American tax preparation company that is based where?,What city is the AACSB accredited business school founded after the founder of H&R Block
What group of Elektra Records recording artists are known to be an indie pop band?,Which American indie pop band from Los Angeles released the second studio album Saintmotelevision?
When was the novella written whose film adaptation was played during the Christmas season of Afternoon movie and contained the character of Ebenezer Scrooge?,What year was the novella of the same name adapted into the afternoon movie?
Which is the younger brother in the composer duo that composed Aati Kya Khandala?,Aati Kya Khandala was composed by which Bollywood film composer duo consist
When was the producer of the film Betrayal born?,What was the birth date of the film producer who produced the 1983 film adaptation of Harold Pinter
What was the budget of the film in which Kodi Smit-McPhee voiced Norman Babcock?,What was the budget of the 2012 American 3D stop-motion animated comedy horror film produced by
To what group of plants do both Dieffenbachia and Carlina belong?,Which genus of plants is more common Dieffenbachia or Carlina?
What type of film was the Benn F. Reyes's Dr. Strangelove?,What was the name of the 1964 film that Benn F. Reyes collaborated with?
Spring Waltz starred the American actor who is known for what 2007 film?,Spring Waltz starred an American actor and model known for starring in which 2006 film?
Name any class of vertebrates within the class of Mammalia that has atleast 2 types of sensors?,What type of vertebrates are in the class Mammalia?
Name a movie that David Thewlis has performed in after the premiere of Fargo?,David Thewlis has done voice work in which anthology television series created and 
YouPorn was surpassed in 2013 by competitor sites xHamster Pornhub LiveJasmin and this website that is registered to the Polish company WGCZ Holding? ,Which website surpassed YouPorn in the category of pornographic websites?
Where was the first governor after the The Missouri Compromise from?,What state was the first governor of the 1820 Maine gubernatorial election?
The person that William Flannery was an architect for entered the publishing business in what year?,William Edward Flannery was an American art director and architect for an American businessman politician and
Holland Park is located next to the shopping center owned by which corporation?,Holland Park is a park in the city of Surrey located within the town centre of Whalle
Are Tim Rice and Kathy Acker both from America?,Are Tim Rice and Kathy Acker both writers?
Where is the origin of Tie Domi who was a player for the Maple Leafs?,What is the nationality of the player who played for the Toronto Maple Leafs and Winnipeg Jet
Henderson Executive Airport got its name in 1996 when it was purchased by Clark County to be used as a reliever airport for an airport named after what politican?,Henderson Executive Airport is named after which member of the Democratic Party who contributed to the development of aviation
What collaboration with DJ Muggs did Gary Grice participate do in 2005?,What rapper and songwriter collaborated on the album Pain Language?
Was Vanderbilt University or Emory University founded first?,Which university was founded first Vanderbilt University or Emory University?
What was the birth name of the start of Hwarang The Poet Warrior Youth?,Hwarang The Poet Warrior Youth starred which South Korean actor?
The English chef known for his back-to-basics philosphy has a sister named what?,Which of Jane M. Fearnley-Whittingstall's children is a
Who founded Methodism along with the man who was also part of the revival movement in England and the Great Awakening in the United States?,Who founded Methodism in 1968?
Who is younger Keisuke Kuwata or Moya Brennan?,Which singer is older Keisuke Kuwata or Moya Brennan?
Which building is taller Bertelsmann Building or 432 Park Avenue?,Which residential skyscraper in New York City was originally proposed to be 1300 f
Spill.com gave their final review for a movie directed by who?,Who directed the 2013 period drama film Spill.com?
Which item spanned farther distances regarding sales Interact Home Computer or Sord M5?,What is the name of the computer that was made by the founder of the company that sold the
What golf course located in Fulton County Georgia saw Keegan Bradley win a championship?,The 2011 PGA Championship was held in a suburb northeast of Atlanta where Keegan Bradley
Which county is Jollyville Texas located in that had a population of 1024266 as of the 2010 census?,Which county is located in south central Texas Jollyville or Travis County?
Did both the Beaulieu Mine and Colomac Mine fall into bankruptcy?,Are Beaulieu Mine and Colomac Mine both located in the same province?
Who is older Danny Green or James Worthy?,Who is the third player from UNC to win an NBA championship and an NCAA championship?
The song Medicine by The 1975 appears in a film directed by what Danish filmmaker?,Medicine is a standalone song by the English rock band The 1975 released on 31 October 2014 for
When was the second album by Jason Daunt's band released?,What was the release date of the second studio album by Flaw?
Which Lithuanian-Canadian anthropologist primatologist conservationist ethologist and author was chosen by  Louis Leakey along with Jane Goodall Dian Fossey to study hominids in their natural environments?,Which Lithuanian-Canadian anthropologist primatologist is a leading authority
Which player for the Chicago American Gears held the record which George Harry Yardley III broke ,Who was born first George Yardley III or George Mikan Jr.?
The title of this Swedish-French crime television series in English refers to a natural phenomenon where the sun remains visible for what?,Midnattssol is a Swedish-French crime television series from 2016
When was Ben McNiece played his debut  in the Anzac Day clash  against Collingwood at the Melbourne Cricket Ground?,Ben McNiece made his AFL debut in an annual Australian rules football match held on
What is the genre of music shared by vocalists Barney Greenway and Jens Kidman?,Mark Greenway and Jens Kidman are both what?
The song Only a Pawn in Their Game was based on a crime whose perpetrator was convicted in this year.,Only a Pawn in Their Game is a song written by Bob Dylan about the as
Wagner Moura received what nomination for playing the lead role of The King of Cocaine? ,What award did Wagner Maniçoba de Moura receive for his role in the Netflix
Which California band whose debut album Adrenaline appeared in 1995 has been referred to as the Radiohead of metal?,Which band released their debut studio album Adrenaline?
What is the date of the reissue of one of Rhihanna's album that features three newly recorded songs and a DVD showing exclusive behind-the-scenes footage of Rihanna's worldwide tour that was the second overall and first world concert tour by Rihanna?,When was the reissue of Rihanna's third studio album first released?
What is the name of second extended play by the artists of the mini-abum Code#01?,Which extended play was released first Code#02 or Code#02 Pretty Pretty?
What professional footballer who plays for Championship side Cardiff City was part of the 2009 Houphouët-Boigny stampede?,Who was born first Souleymane Sol Bamba or Didier Drogba
Which American pro basketball player who won gold at the 2008 Summer Olympics was signed by the Utah Jazz during the 2005-05 offseason?,Which NBA player signed for the Guangdong Southern Tigers of the Chinese Basketball Association in
Who played for the 1983–84 New York Knicks season and also had a younger brother who played in the NBA during his career,Which American retired professional basketball player in the National Basketball Association NBA led the 1983–84 New York
