question,predicted
Jim Jeffcoat is currently an assistant football coach in a university that was founded how many month before Colorado was admitted to the Union ?,How long was the university where the assistant football coach is from founded?
What was the name of the bear promoted to corporal in the Polish army and celebrated by an ongoing fundraising trust based in Scotland?,The Wojtek Memorial Trust is a Scottish Charity established in 2009 to celebrate the life
What park replaced American's first waterpark designed by the creator of seaworld?,Which park was founded first SeaWorld or Krakatau?
Is Cartagena or Chess more popular around the world?,Which game is played by millions of people worldwide Cartagena or Chess?
Where is the host of the American survival skills reality show The Island originally from?,The Island is an American survival skills reality television series narrated by adventurer and survivalist Bear
Where does Tiko's Spanish football club hold home games at?,Roberto Martínez Rípodas is a Spanish retired footballer who played
What award was won by the director who directed the eighth musical by the team of Richard Rodgers and Oscar Hammerstein II?,What award did the music director of Flower Drum Song win?
Bandit was built in 1988 by which Japanese amusement ride company that built roller coasters giant wheels carousels flumes dark rides sky cycles and other amusement rides?,What company built the fastest roller coaster in the world?
What is the name of a member of the North Melbourne Football Club whose brother Rob has starred in Bridgetowns Cricket Clubs Premiership in 2016/7?,Which Australian rules footballer played for North Melbourne Football Club in the AFL Mark Brayshaw
Are Sunset Strip and American Hardcore both music documentaries?,Are the films Bad Brains Black Flag D.O.A. Minor Threat Min
For which team does Mads Bødker player that is controlled by Danmarks Ishockey Union?,What team is controlled by Danmarks Ishockey Union?
The castle where Spook Squad was filmed is in what part of Scotland?,Where is the castle in which the show was filmed located?
This कसबा पेठ विधानसभा मतदारसंघ is an example of a language that ranks what in the number of native speakers in India?,The Kasba Peth Vidhan Sabha constituency has the fourth largest number of native speakers
Who has held more positions in the film industry Donald Cammell or Justin David Swibel?,Who was born first Donald Cammell or Justin Swibel?
Which indigenous people of the Ryukyu Islands were massacred in the Mudan incident of 1871?,The Mudan incident of 1871 was the massacre of 54 Ryūkyūan
Which English crime writer wrote the 2005 psychological thriller The Devil's Feather?,The Devil's Feather is a 2005 psychological thriller novel by which English crime writer?
Walter Giffen is from a suburb of which South Australian city?,Walter Frank Giffen was born in a suburb of what city?
In which city was this band formed whose rhythm guitarist featured in Cupid's Chokehold?,Cupid's Chokehold is a single performed by Gym Class Heroes featuring Patrick
Where was the capital of the Arab country in which the Aulacodes peribocalis moth is found relocated to?  ,Which port city is the home of the bird that is found in Yemen and India?
Was Suzanne Chun Oakland a member of the upper of lower chamber of the Hawaii State Legislature?,Suzanne N.J. 'Susie' Chun Oakland is a Democratic member of
The actress that plays Julia McNamara in the series Nip/Tuck also appears with Laurence Fishburne in a 1997 horror film directed by who?,Who directed the 1997 British-American science fiction horror film in which the actress who appeared
Trautmann is an upcoming British-German biographical film starring German actor David Kross as a german footballer who played in which position ?,Trautmann is an upcoming British-German biographical film starring German actor David K
How did Pre's Trail's namesake die?,Pre's Trail is named after a University of Oregon athlete who died in May 1975 at
What is the first name of the mother of the artist who interpreted Karla  Bonoff's Tell Me Why ?,What is the name of the mother of the artist who interpreted the song Home by Bonnie
What Nickelodeon movie stars the actress and YouTuber who appeared alongside Jon Voight in the 2016 film American WrestlerThe Wizard?,American Wrestler The Wizard is a 2016 sports biographical film set in the world of
What did Mustafa Kemal Atatürk's residence become once it became Atatürk Museum Mansion?  ,Atatürk Museum Mansion was the residence of a Turkish army officer revolutionary and founder
Which filmmaker Stan Brakhage or Alfred L. Werker was a non-narrative filmmaker?,Who was born first James Stanley Brakhage or Alfred L. Werker?
 Afonwen is situated just under four miles from what road also known as the North Wales Expressway,What is the name of the major road in Britain that is just under four miles from
Turner Field was originally built as what 85000 seat main stadium of the 1996 Summer Olympic Games and the 1996 Summer Paralympic Games in Atlanta?,What 85000-seat main stadium of the 1996 Summer Olympic Games was converted into a
OU812 was the second album to feature a vocalist that also played what instrument in Finish What Ya Started?,What is the name of the song on the album that featured vocalist Sammy Hagar
Which combat technique also known as Wushu Sanda is the character of Wu Jing trained with in the 2006 Hong Kong martial arts film written produced and directed by Dennis Law., Fatal Contact is a 2006 Hong Kong martial arts film starring Wu Jing who is trained with
Who aided the Colorado forces in the Uruguayan war?,Venancio Flores was aided by which country?
What is the year of the event that occured first Skeeter stopped teaching at his alma materor Emmett Kelly died?,Skeeter Reece taught at his alma mater in what year?
Which PGA championship did Mark Brooks win?,Which PGA Championship was won by Tiger Woods?
In between Hymenosporum and Agrostemma which one is closely related to the widespread genus Pittosporum?,Which is native to Queensland Hymenosporum flavum or Agrostemma
What is the nickname of a professional German footballer as well as the name of a children's book?,What 1982 children's book written by British novelist Roald Dahl and illustrated by Quentin Blake
What European championship did the man that holds a record with John Boulger win twice?,Boulger won a record nine South Australian Championships (a record jointly held with 1951
Both Tsai Ming-liang and Giacomo Gentilomo were involved with which profession?,Tsai Ming-liang and Giacomo Gentilomo have which mutual occupation
Willsmere was a railway station located in which inner suburb from Melbourne Australia?,Willsmere was a railway station on the Outer Circle located in the suburb of which
What was the name of the founder and president of the company which produced the role playing game FTL2448?,FTL2448 is a science fiction role playing game created primarily on the work of
Where did the Discovery Channel show franchise that Ben Bailey is an executive producer on originate from?,What is the origin of the global Cash Cab franchise?
Were Daniel Mann and Todd Solondz both directors?,Are Daniel Mann and Todd Solondz both film directors?
Where does the region where Jews supported by Kolel Chibas Jerusalem are from get its name?,Kolel Chibas Jerusalem is a large charitable organization based in Jerusalem's Me
Little Big Girl was a Simpsons episode directed by the animator and artist of what nationality?,What is the nationality of the animator who directed the film that was written by Don
Which genus has more species Babiana or Ceratophyllum ?,Which genus has more recognized species Babiana Ker Gawler or Ceratophyllum
What genre is the novel from which the fast-food restaurant specializing in seafood derives its name?,Long John Silver's LLC is an American fast-food restaurant chain that specializes in seafood
Which company is an American petroleum company EOG Resources Inc. or General Mills Inc.?,Which company is headquartered in Houston EOG Resources Inc. or General Mills Inc.?
Hobart Paving is a single by a band formed in which year ?,Hobart Paving is a single by a band formed in what year?
What is the birthdate of this Norwegian professional footballer who plays as an attacking midfielder and who broke the record for the youngest player that has ever played in the Norwegian top league?,When was the youngest player that has ever played in the Norwegian top league born?
Which composer lived longer Maurice Ravel or Paul Hindemith?,Who was born first Maurice Ravel or Paul Hindemith?
What was the concept of the business Eric S .Pistorius worked for after being an attorney?,Eric S. Pistorius is a Circuit court Judge of the Seventh Circuit of Illinois residing
Mehdi Hashemi was thought to be guilty of opposition to the Iranian regime's dealings during what President's administration?,What was the name of the political scandal in the United States that occurred during the second
What profession does John Landis and Gore Verbinski have in common?,What do John Landis and Gore Verbinski have in common?
How does this series represent a function which is also used in the Homotopy analysis method?,In mathematics a Taylor series is a representation of a function as what?
Does Il trovatore have less acts than La rondine,Are Il trovatore and La rondine both operas?
Arizona State Route 51 (SR 51) is named after a Native American woman belonging to what tribe?,Arizona State Route 51 (SR 51) also known as the Piestewa Fre
Approximately what percent male is the student body of the University for which the Ouachita Baptist Tigers football program is the intercollegiate American football team?,The Ouachita Baptist Tigers football program is the intercollegiate American football team
In what city does a Christian minister who won the singles title with Jan Kodes in the 1970 French Open currently reside?,Where is the Christian minister who won the singles titles in the 2004 Australian Open located?
What country of origin does Traveling Wilburys and Tom Petty have in common?,The Traveling Wilburys and Tom Petty are of which nationality?
Which band has more members Muzzle or Primus?,Which band was formed first Muzzle or Primus?
Which dog originated in Galicia the Bullenbeisser or Can de Palleiro?,Which dog breed originating in Galicia was a breed of dog known for its strength and
Come from the Heartwas first recorded by an artist that sang what genre of music?,What genre of music does Kathy Mattea and Don Williams have in common?
Lesley Foxcroft worked with MDF Card and which material that is produced by pressing together moist fibres?,Lesley Foxcroft is an English Sculptor working mostly in MDF Paper and
When is the American politician and attorney which Thomas J. Connolly an for Governor of Maine in 1998 against born ,When was the incumbent unenrolled senator from Maine born?
Heinrich Marschner was a composer who performed in the time frame after one of the first significant composers in what school of work?, Heinrich August Marschner was the most important composer of German opera between Weber and
What film studio produced both National Treasure and The Computer Wore Tennis Shoes?,National Treasure was produced by which company?
BOTH Skyang Kangri and Pumari Chhish are both what?,Skyang Kangri and Pumari Chhish are both a subrange of
What song from the fourth studio album made by The Who reached No.4 on the UK charts and No. 19 o nthe U.S. Billboard Hot 100?,Which album was released first Tommy or The Who?
Julien Kang is the younger brother of the mixed martial artist of what nationality?,What nationality is the younger brother of the mixed martial artist who most recently competed in the
Which film was produced first Dangal or The Man from Snowy River II?,Which film was released first Dangal or The Man from Snowy River II?
The Stone Book series is set in what country? ,In what region of Cheshire is the author of the novel The Day in the Life
Are Centaurium and Dacrydium both genuses of plant species?,Are Centaurium and Dacrydium both conifers?
Which refers to more breeds Stabyhoun or Griffon Bruxellois?,Which dog breed is one of the top five rarest dog breeds in the world?
What is the name of the statue whose replica have been created in many landmarks world-wide such as near Pont de Grenelle in Paris?,The pont de Grenelle passes behind a replica of what?
In what year was the Sayrevill New Jersey rock band that Frankie LaRocka played drums for formed?,In what year was the band that John Waite played drums with formed?
Which film was directed by Wayne Coles-Janess Tender Fictions or Bougainville – Our Island Our Fight?,Which documentary was released first Tender Fictions or Bougainville?
What American indie rock group first had Jesse Sandoval as the drummer and now has Jon Sortland on drums?,Jesse Sandoval is the former drummer of which American indie rock group?
Kenneth L. Gile is the Chief Operating Officer of an airline with its head office in what airport?,Kenneth Ken Gile is the Chief Operating Officer of a low-cost carrier that
Which industrialist established a museum in Heckscher Park that features First Friday concerts?,Who established the Heckscher Park?
Mr. & Mrs. Mxyzptlk is an episode of the superhero TV series that originally aired on what network?,Mr. & Mrs. Mxyzptlk is the thirteenth episode
Which actor starred in Angels in the Outfield Predator 2 and Places in the Heart?,Which actor who played Roger Murtaugh in the Lethal Weapon film series The Color Purple
Do both Michael Herz and Roland Emmerich direct comedic horror films?,Are Lloyd Kaufman and Lloyd Kaufman both directors?
Who is younger Martin Luther King III or his brother Dexter?,King is a 1978 American television miniseries based on the life of Martin Luther King
Which team was older when it had it's worst season The Cleveland Browns or the Detroit Lions,Which team was the only team in NFL history to finish a season with a 0–
What area once connected Great Britain to continental Europe and is thought to have been submerged around 6200 BCE by a massive landslide along 290 km of the continental shelf?,Which of the three Storegga Slides caused a tsunami in the North Atlantic Ocean
The Welsh professional footballer Dan Hanford has association with which club that is based in Clitheroe Lancashire?,Daniel Hanford has previously played for which English football club based in Clitheroe
Which is longer Hampshire and Hampden Canal or Tennessee–Tombigbee Waterway?,The Hampshire and Hampden Canal was the Massachusetts segment of an 86 mi canal that once
Davey Brozowski is a percussionist for a band that formed in what city in Washington?,In what city was the American rock band formed in 1992?
When did the baseball draft with which Alex Lange was the 30th pick began? ,When did the 2017 Major League Baseball (MLB) First-Year Player Draft begin
Who starred in her final film role in the 1964 film directed by the man who also did Vera Cruz and Kiss Me Deadly?,Robert Burgess Aldrich was an American film director writer and producer notable for such films as
Kristine Moore Gebbie is a professor at a university founded in what year?,Kristine Moore Gebbie is professor at a university founded in what year?
What was the air date of The Simpsons episode written by Matt Selman which parodied the VH1 series Behind the Music?,When did The Food Wife first air?
Hamilton Wanderers AFC has a former player that is vice captain for what team?,What national team does the former player who played as a striker for English Premier League club
The FIBT World Championships 1960 took place in a town located in which part of Italy ?,The FIBT World Championships 1960 took place in a town and comune in the
Fallen In Love was based on the paranormal romance series published under what press company?,Which publisher published the novel Fallen?
What land elevation does Khunyang Chhish and Ismoil Somoni Peak have in common?,Kunyang Chhish and Ismail Samani are both what?
When was the anthology in which fisrt pages of The Incal were released created?,The Incal and Métal hurlant were created in what year?
Which player signed to Bayern Munich before the 2012-2013 season was known mostly as a central defender?,What is the nickname of the central defender who has previously been used as a defensive midfielder
A series of ministerial meetings and agreements between European countries and includes The Swedish higher education system is called what?,The Swedish higher education system is a part of which series of ministerial meetings and agreements between
In The Passion of the Christ who did Monica Bellucci play?,Who played the role of Persephone in the 2003 science-fiction films The Matrix Reloaded
In what year was Shin Hyun-joon in the successful South Korean comey sequel?,Shin Hyun-joon starred in a comedy film that was released in what year
Which magazine was founded first Diva or Elle?,Which magazine was founded first Millivres or Elle?
Where is the headquarters for the advertising agency which is recognized for its work on a campaign for the founder of Complex magazine?,Droga5 is a global advertising agency whose most recognizable work includes campaigns for Marc
What is the county seat of the county in which Keokuk Falls Oklahoma is loated?,Keokuk Falls is a ghost town 4.5 miles north and 15 miles east
Bullewijk metro station is part of a mixed rapid transit and light rail system that is how many km long?,Bullewijk is an Amsterdam Metro station in the Bijlmermeer
SS Ionic was built by the industrial company based in what city?,SS Ionic was a steam-powered ocean liner built in 1902 by Harland and
Which dog breed originates from a region farther east the Lancashire Heeler or the Russian tracker?,Which breed was of Asiatic Russian origin Lancashire Heeler or Russian
Which physicist known for his work on parity violation has a son who became an American chemist teaching at Cornell University?,Who was born first Stephen Lee or Tsung-Dao Lee?
Which band has released more albums with their original members Sick Puppies or Third Eye Blind?,Which band was formed first Sick Puppies or Cadogan?
who starred in the English-language Danish experimental horror film  which  Lars von Triers received award for ,Lars von Triers Antichrist was the big winner receiving both the awards for
How often do trains run on the system which has a terminal station located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan New York City?,How many days do PATH trains run in the Herald Square neighborhood of Manhattan?
Name the 500 year-old-republic that Florentius was a praetorian prefect for. , Florentius was a Roman praetorian prefect under the Caesar Julian and later
Church of All Saints Doddinghurst is part of the state church led by which person?,The Church of All Saints is a Church of England parish church in Doddinghurst Essex
Both Hatter and March Hare are characters in which book?,The Hatter is a fictional character most famous for appearing in the tea party scene in
When Jeris Pendleton was first drafted out of college what was the name of the field that him and his teammates played their home games on?,What is the home field of the Jacksonville Jaguars football team that was drafted in the seventh
What are the letters of the radio station serves the area comprising all of Belknap County among others?,What is the name of the radio station that serves the Lakes Region?
Which park is further south within Spain Picos de Europa National Park or Timanfaya National Park?,Which National Park in the southwestern part of the island of Lanzarote Canary Islands has
In what Country is Sul America Esporte Clube in?,Sul América Esporte Clube is a Brazilian football club based in
Are Jonathan Demme and Chris Renaud both American filmmakers?,Are Robert Demme and Chris Renaud both film directors?
Who plays in both The True Adventures of Wolfboy and The Knick?,Who played Nurse Lucy Elkins in Steven Soderbergh's TV series The Kn
The King of Hollywood starred in what 1932 American pre-Code dram film?,What 1932 American pre-Code drama film stars Norma Shearer and Clark Gable
Which actor in the film Equus is also in the film The Informers?,Which Northern Irish character actor starred in the film The Man Who Was born on 23 September
Dan Balan co-wrote the song from what T.I. album?,What was the sixth studio album by the rapper who nominated for a Grammy as co-
Who is younger Kirk Humphreys or Tom Coburn?,Who was born first Kirk Humphreys or Tom Coburn?
Which of the following rock bands is from Chicago Kill Hannah or Louis XIV?,Which band was formed first Kill Hannah or Louis XIV?
How many film were there in the series of comedy films for which Peter Rogers is best known ?,How many low-budget British comedy motion pictures were made in the Carry On franchise?
Who has released more solo albums Ozzy Osbourne or Curt Smith?,Who has released more studio albums John Ozzy Osbourne or Billy Joel?
Are Ballota and Myosotis both evergreens?,Are Ballota and Myosotis both flowering plants?
Which park is larger Timanfaya National Park or Sierra Nevada National Park?,Which national park has more area Timanfaya National Park or Sierra Nevada National Park
Which was formed first the duo Big & Rich or Lonestar?,Keech Rainwater was a member of which American country music group?
Are Jeff Ragsdale and Millard Webb both authors?,Are Jeff Ragsdale and Millard Webb both film directors?
Who was attempting to regain the British throne until the Raids on Lachaber and Shiramore shut down his operations?,The Raids on Lochaber and Shiramore took place in the Scottish Highlands between
What Congressional district featured Republican nomiee Willie Vaden in 2004 2006 and 2008?,Willie Vaden is a former mayor of Ingleside Texas and was the Republican
What notable radio personality was born in North Bend Oregon?,Which radio personality was born first Delilah Rene or Martin Block?
What's the familiar short name of Polyethylene terephthalate a material used by bottle makers such as Ecopack of Pakistan?,Ecopack Ltd and Polyethylene terephthalate are both what?
What is the nickname of Stephan Lichtsteiner that refers to the character from the 1994 American comedy-drama film based on the novel by Winston Groom?,What 1994 American comedy-drama film based on the 1986 novel of the same name
During the Carnival in Rio de Janeiro who is the official singer of the samba school Mangueira?,Who was the official singer of the carnaval held every year before Lent and considered the
What town's geographic feature is the battle James Swan was twice wounded at named for?,James Swan was twice wounded at a battle named after what city?
Q Who had more solo albums Marty Raybon or Greg Graffin?,Who was born first Marty Raybon or Gregory Graffin?
How many novels are there in series of novels which were adapted for a 2015 BBC TV  series in which Ruby Bentall plays a character called Verity ?,Ruby Bentall is an English actress known for playing Minnie in Lark Rise to
The arena in which the Adelaide Adrenaline play is also home to the world's first what?,The Adelaide Adrenaline are a semi-professional ice hockey team based in Adelaide South Australia
The 2008 Football League Championship play-off Final was won by Hull City after a 38th minute goal from a striker who currently plays for who?,What team does Dean Windass currently play for?
An English operatic tenor performed Walking in the Air for which 1982 animated film?,Walking in the Air is a song written by Howard Blake for the 1982 animated film
How is Christopher Buckley related to the founder of National Review magazine?,What is the middle name of the man who founded National Review magazine?
which film came out first African Cats or Fun and Fancy Free ?,Which film was released first African Cats or Fun and Fancy Free?
What was the name of the Danish musician who died in 1931 and who composed String Quartet No. 4 in F major or Quartet for Two Violins Viola and Cello in F major Opus 44 ?,Who was born first Carl Nielsen or Carl August Nielsen?
Dream Street is narrated by an English musician comedian and actor who first came to public notice with what British comedy showband?,What British comedy showband first came to public notice during the 1970s as the singer
Which director lived longer Lowell Sherman or Jonathan Kaplan?,Who was born first Lowell Sherman or Jonathan Kaplan?
Are Trent Edwards and Lucy Saroyan both football players?,Are Trent Edwards and Lucy Saroyan both football players?
What film genre involves humor and love as seen in Mamma Mia Here We Go Again!?,What type of films are both American romantic comedy musical film and romantic comedy films?
What country is the singer from who duets with Dave Hemingway on the song A Little Time?,What is the nationality of the singer of the duet with Dave Hemingway?
At which level of French football does the football team named after the manager of France national team play?,The football club founded in 1935 is named after a retired French footballer and current manager of
Brindisi the city where Louis-Jean-Nicolas Lejoille died is located in what country?,Louis-Jean-Nicolas Lejoille was a French Navy officer and captain born
What is the inspirational source behind the name of this studio album by the British rock band Queen released by EMI Records that was included in the The Crown Jewels? ,The Crown Jewels is a box set by Queen which comprises their first eight studio albums
What kind of ideology is Torment's drummer involved with?,What is the ideology of the band that is infamous for the drummer's involvement in some
Zacarías Ferreira is the uncle of a professional basketball player who played college basketball for who?,Zacarías Ferreira is the uncle of a professional basketball player who
Were both the One Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?,Are One Inc. v. Olesen and Erie Railroad Co. both landmark
Which two teams did the the head coach of The 2007 San Diego State Aztecs play for professionally?,The 2007 San Diego State Aztecs football team represented a quarterback who played professionally with
Who won Miss America 2013 which was the 86th Miss America pageant held at the PH Live in Las Vegas?,Who won Miss America 2013 and Miss New York 2012?
What country is home to both Guadarrama National Park and Doñana National Park? ,Sierra de Guadarrama National Park and Doñana National Park are located
Who is the mother of Mary Crown Princess of Denmark's husband?,Mary Crown Princess of Denmark Countess of Monpezat is the wife of Frederik
In what type of imprisonment where the inmates Arne Berge helped rescue during operation White Buses?,Arne Berge helped planning and carrying out an operation to rescue inmates in areas under
What is the other occupation of this Indian film actress who appeared in Hate Story 2 (2014) and Saadi Love Story?,Saadi Love Story is a Punjabi film starring an Indian film actress and what
Who played a more important role in the church George Albert Smith or Wong Jing?,Who was born first George Smith or Wong Jing?
Kalle Mäkinen is nicknamed after a Spanish football that captains what two teams?,Sergio Ramos García was nicknamed Sergio because his style of play was similar to
On what street would one find the Journal Record Building in Oklahoma?,The Journal Record Building and the India Temple Shrine Building are located on which street?
In which branch of the U.S. military did the man who Robert Conrad portrayed in the television series Baa Baa Black Sheep serve?,What branch of military did the man portrayed in the television series Baa Baa Black
Which state in Southern Africa whose capital is located in Salisbury hosted the Currie Cup in which John David McPhun played?,John David McPhun was a first-class cricketer who played for which
Which dog is used for herding the Bosnian Coarse-haired Hound or Dutch Shepherd?,Which dog is of Dutch origin Bosnian Coarse-haired Hound or Dutch Shepherd?
The technique 'panenka' was first used by a player of what nationality against Die Katze von Anzing? ,What nationality was the German former professional football goalkeeper who beat Antonín Panenka to
What big-budget epic film was released the same year as the film that focuses on a series of sudden unexplained violent bird attacks?,The year 1963 in film involved some significant events including which big-budget epic?
What city located in Lincoln County Montana United States is Vegepet based in?,Vegepet is the brand of a line of vegan dog and cat food by Har
Which team featured in both the 2012 and 2011 Cops del Rey Finals ?,What team won the 2012 UEFA Champions League Final?
Which has more species Clianthus or Callicoma?,Which plant genus contains more species Clianthus or Callicoma?
J. Searle Dawley and Ken Annakin were both directors of what?,Who was born first Ken Annakin or Ken Dawley?
What was the name of the lead character in the 1960s sitcom Get Smart which also featured an American actress born in 1933?,What 1960s sitcom did Don Adams and Barbara Feldon reprise?
What regular performer at the R-26 club in Paris was known for her banana-themed costume?,Who was the most iconic image of the Jazz Age and the 1920s?
Estrojam's Decibelle Music and Culture Festival has been headlined by which American singer-songwriter and model?,What is the stage name of the American singer-songwriter musician occasional actress and model
where was the 2006 Commonwealth Games that Mmoloki Nogeng won a bronze medal at held?,Where was the 2006 Commonwealth Games held where Nogeng won a bronze medal?
Which rapper who worked with a star of the film 8 Mile also worked with the artist who played keyboards and wrote songs for Anita Baker??,Luis Edgardo Resto worked closely with which rapper?
Which game showed has reruns on Teletoon in Canada and was shown between midnight and 600 on Cartoon Network Too?,What is the name of the Canadian television network that airs Reruns?
Which band was formed in a country closer to England Kodaline or Rivermaya ?,Which band has more members Rivermaya or Kodaline?
What is the name of the place in The Chronicles of Narnia where Lucy Pevensie and Mr. Tumnus meet?,What is the name of the fictional place where Lucy Pevensie and Mr. T
Were both the Battle of Saipan and the Battle of Manila fought by American forces?,Were both the Battle of Saipan and the Japanese invasion of the Philippines fought by
Who is younger Jenny Bae or Lionel Richie ?,Who is older Jenny Bae or Lionel Richie?
How much longer after Sambou Yatabaré was born did Werder Bremen get founded in the northwest German federal state Free Hanseatic City of Bremen?,Sambou Yatabaré is a Malian professional footballer who currently plays
Who costarred in 1935 American drama film Les Misérables with the husband of Elsa Lanchester?,Who starred in Les Misérables with his future wife Elsa Lanchester?
Elizabeth Wordsworth's father was bishop in what church?,Mary Wordsworth Bishop of Lincoln was the sister of an English bishop who was an English
The title track of Carla Bruni discography was used in a  film directed by James Ivory and was also used in what other film?,The discography of Carla Bruni consists of four studio albums five singles six promotional
Where was the community schools to which Franklin Community High School was part of headquartered ?,In what state is the school district that is a part of that is headquartered?
Which Canadian artist is credited with first coming up with the title of Various Positions?,What Canadian singer songwriter musician poet novelist and painter is the subject of the film The
Rynella is an unincorporated community named after the daughters of a conservationist who presided of the maker of a brand of hot sauce made from vinegar salt and what kind of peppers? ,Rynella is an unincorporated community in Iberia Parish Louisiana that consists
What film based on the book “Boston Strong” featured the actress Alex McKenna?,What 2016 American action-drama film about the 2013 Boston Marathon bombing and the subsequent
How many years after Madrugada's final concert did Sunday Driver become popular?,How many tours did the band that released Madrugada perform?
Who is the author of the series in which Rupert Grint plays one of the three main characters?,What is the name of the author of the Harry Potter series who played Ron Weasley?
 Here I Am Again is an album by what American country singer who had a career of almost 60 years,Here I Am Again is the twentieth tudio album by which American country music singer
Who was the director of the 2007 American action film starring the actress professionally known as Maggie Q.?,Margaret Denise Quigley starred in a film directed by who?
Who wrote the novel that the movie directed by Stanley Kubrick that was sampled in the album Where Blood and Fire Bring Rest was based on?,To Think of You contains a sample from a film based on what novel?
Which of the two airlines that operate flights into Enrique Malek International Airport is the larger air carrier in Panama?,What airline is currently the second-largest air carrier in the country?
Of the two Sopranos co-stars who starred in a 2009 American thriller film together which went on to secure the role as Tony Soprano?,Who was in the 2009 American thriller film directed by Tony Scott and starring Denzel Washington
The author of The New American Story  served three terms as a US Senator from what state?,The New American Story is a book written by former United States Senator and 2000 presidential hopeful
When did the war crime against communists that occurred before Ganghwa massacre happened? ,In what year did 140 people were executed in Ganghwa in what is known as
What term is the current chairman of Prince William County serving?,Prince William County Virginia is divided into seven magisterial districts Brentsville Coles
Who passed away first Max Ophüls and Shirley Clarke ?,Who was born first Maximillian Oppenheimer or Shirley Clarke?
Connetquot High School  is a public high school in what city in New York?,Connetquot High School serves students from which hamlet in Suffolk County New York
Who was born first Cid Corman or Elswyth Thane?,Who was born first Cid Corman or Helen Beebe?
Bally's & Paris station is on the monorail that is of what length?,Bally's & Paris station is a station on a mass transit system located adjacent to
The album on which Desperado appeared released on what date?,When was the album that featured the song Desperado released?
Pirates Plunge at the Grace O'Malley-inspired Pirates Adventure Park in Westport holds which notable record?,The Park is home to what first flume ride in Ireland?
Creed features the boxer who held what WBC title from 2016 to 2017?,What weight class does the man who held the WBC cruiserweight title from 2016 to
What Swedish songwriter worked with Taylor Swift?,Taylor Swift began composing the album following release of previous studio effort Red (2012).
What actress is known for a starring role in Robert Bresson's Pickpocket and has also been directed by Just Jaeckin a former photographer?,Which Swedish-French actress appeared in a French softcore pornography film directed by Just Jae
which nuclear reservation in the United States  did  the U.S. Atomic Energy Commission acquired Meyers Mill  as part of ,What nuclear reservation in the United States in the state of South Carolina was acquired by the
Who was the gunman of the hostage crisis which Chris Reason was awarded the Graham Perkin Australian Journalist of the Year Award for his coverage of?,What gunman held hostage ten customers and eight employees of a Lindt chocolate café located at
What band wrote the song Blue Letter and was inducted into the Rock and Roll Hall of Fame in 1998?,Blue Letter is a song written by Michael Curtis and Richard Curtis that was first released by
What is the nationality of the man who finished third in the 2016 Pau Grand Prix?,The 2016 Pau Grand Prix was a Formula Three motor race held on 15 May 2016 at
The last film that Kim Hyun-seok wrote was in 2015 what day was it released?,When was the movie that Kim wrote and directed released?
What is the seventh book of the Hebrew and Christina bible and also has Quran references to the river drinking experience?,Talut is considered to be the Qur’anic name for Saul as he was
The subject of McGinniss' 1983 book Fatal Vision was convicted of murder in what year?,The journalist in question is a former Special Forces captain who was convicted in what year?
Are Hoodoo Gurus and Pierre Bouvier of the same nationality?,Are Hoodoo Gurus and Pierre Bouvier both singers?
Which of the songs that outperformed Drive was most successful in the United States?,What song was released as the first single from the group's 1991 album Out of Time
Alexis Argüello mentored Román González who became first boxer to do what?,What is the number of weight classes won by the former three-weight world champion who
What editor of the The Dungeons & Dragons Basic Set is best known for his work at TSR Inc.?,Who edited the first edition of the Dungeons & Dragons Basic Set?
Who founded the Canadian manufacturer of winter clothing which is a major sponsor of Polar Bears International?,Polar Bears International (PBI) is the world's leading polar bear conservation organization
Where are Catcha Lake and Hedley Mascot Mine located?,Where is Catcha Lake located?
Eddie Jemison had a role in the television series IZombie which premiered on what date?,When was the television series in which the actor who played the character Hung and IZ
Clifford Odets was seen as a successor to a Nobel Prize winner known as what?,What was the profession of the playwright who was widely seen as successor to Eugene O
Was Rudolf Schwarzkogler closely associated with the Viennese Actionism group while Howard Zieff was an American television commercial director?,Are Rudolf Schwarzkogler and Howard Zieff both artists?
What year was the early consumer co-operative in which a 2012 British biographical feature film tells the story of formed?,The Rochdale Pioneers is a British biographical feature film released in 2012 that
Whose former city palace did Erna Flegel work at?,Erna Flegel worked at the emergency casualty station at the former city palace of
Which company used a voice actor who also voiced He-Man?,John Lee Erwin is an American voice actor known for voicing Morris the Cat and He
Futbolita has interviewed what Spanish Professional footballer who plays as a striker for New York City FC?,Which Spanish professional footballer is featured on Futbolita?
The album that contains the song Get Together by Madonna was mainly recorded in whose home studio?,Get Together is a song by American singer Madonna from her tenth studio album Confessions on
This team which is moving from Oakland California to Las Vegas Nevada with share its stadium with what college?,The Oakland Raiders relocation to Las Vegas was a successful effort by the owner of the Oakland
San Francisco National Cemetery is located at a park that is part of what National Recreation Area?,San Francisco National Cemetery is located in a park and former U.S. Army military
Marco de la O stars in the title role of El Chapo which premiered on which network in April 2017?,Marco de la O is a Mexican actor best known for the role of Joaquín
What was the home city of the author of the famous novel tracing the life of a male roe deer from his birth onward?,Felix Salten was an Austrian author and critic in which city?
Wincenty Gostkowski was a lawyer for the watch manufacturer Patek Philippe & Co. in which city in Switzerland?,Wincenty Gostkowski was a lawyer and associate of Antoni Patek
