question,predicted
In what year was the Commander of the second human spaceflight mission in the United States Apollo space program born?,When was the commander of Apollo 8 born?
Ekaterina Alexeyevna Davydova skated with which 2006 Olympic champion two-time World champion three-time Grand Prix Final champion and three-time European champion?,Ekaterina Davydova is the 1996 World Junior champion with which Russian ice
The Pluralist school is said to have included what creator of the theory of atomism? ,The Pluralist school was a school of pre-Socratic philosophers who attempted to
Which bay in the Irish Sea is located Wales's first offshore wind farm?,North Hoyle Offshore Wind Farm is Wales' first offshore wind farm and the UK
Wrinkles is a song that was recorded by what American country and Christian country band that was founded in 1982?,W Wrinkles is a song written by Neil Thrasher and Ronny Sc
Which former Home and Away actor stars in the film Office Uprising?,Office Uprising is an upcoming American zombie comedy thriller film directed by Lin Oeding and
Who was the writer of the graphic novel upon which the 2003 American superhero film directed by Bryan Singer is based?,Who wrote the book that was the basis for the 2003 American superhero film based on the
Which documentary was produced first The Saimaa Gesture or Eclipse of Reason?,Which documentary was released first The Saimaa Gesture or Eclipse of Reason?
Are Northwestern University and Middlebury College both private schools?,Are Northwestern University and Middlebury College both private universities?
Are both Smoking Bishop and Caipirinha beverages?,Are Smoking Bishop and Caipirinha both alcoholic beverages?
What movie did John Gavin Malkovich play in with Matt Damon and Edward Norton?,John Malkovich appeared in which 1998 American drama film about the underground world of high-
Who was born first Václav Havel or Penelope Fitzgerald?,Who was born first Václav Havel or Penelope Fitzgerald?
Which king of Northumbria who possibly became king while a still a child attempted to have Eardwulf of Northumbria assassinated?,Eardwulf was the king of Northumbria from 796 to 806
When was the American singer songwriter actress and LGBT rights activist born who won Grammy and Emmy award?,Dee Does Broadway is the second album from Dee Snider frontman of Twisted Sister Dee
An NFL Color Rush uniform and a Third Jersey are both considered what type of uniform in the NFL?,The NFL Color Rush is a promotion done in conjunction with the National Football League NFL and
Who was the fourth son of the lord of the Seventeen Provinces of the Netherlands in 1555?,Who was born first Diego Félix of Austria or Philip II of Spain?
Live Wire Radio will possibly be considered as a replacement for a variety show created in what year?,Live Wire Radio is hoping to position it to possibly be considered by American Public Media as
Which team based in South Wales participated in a final game of 1980 Welsh Cup Final?,The 1980 Welsh Cup Final was the final of the 93rd season of the main domestic
Stoke Extinguisher is what type of musical recording that contains more tracks than a single but is usually unqualified as an album or LP?,Stoke Extinguisher is an EP by NOFX released on November 26 2013 through
Which is the Birthplace of Sir Isaac Newton and has a neighboring village called Belvor?,Which hamlet in the South Kesteven district of Lincolnshire England is best known
Is Edison Sault Power Canal somehow linked with or used with the Cayuga–Seneca Canal?,Are the Edison Sault Power Canal and Cayuga–Seneca Canal both located in
By what type of music was this English composer who collaborated with Ella Mary Leather on Twelve Traditional Carols from Herefordshire influenced strongly?,Ella Mary Leather was a collector of the local folklore and songs of Herefordshire
Alison Castle is the editor of what publication with a connection to the Beatles?,Alison Castle is an American photographer and book editor who most prominently worked on The Stanley
Who stars in the title role of a Netflix show co-created by Robert Carlock?,Robert Morgan Carlock is a co-creator of an American television sitcom created by Tina
Tsavo Man-Eaters were found at what Kenyan reserve?,The Tsavo Man-Eaters were a pair of man-eating Tsav
What English professional football club won the 1994 European Cup? Arsenal,Which English professional football club won two European honours the Inter-Cities Fairs
What Nobel Laureate teaches at  Chapman University?,The Journal of Behavioral Finance was founded by which Nobel Laureate?
What kind of company is this group whose headquarters are in AIA Central? ,The AIA Central is the headquarters of what group?
Which other film did one of the supporting cast in Sleepless in Seattle appear?,Sleepless in Seattle is a 1993 American romantic comedy-drama film directed and
When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather John F. Fitzgerald.,Doyle's Cafe is a bar / restaurant located on Washington Street in the Jamaica Plain
Who made the If/Then musical which has a theatrical score by a man who won the Tony Award and 2008 Outer Critics Circle Award?,If/Then is a musical with a libretto by Brian Yorkey and a
Who was part of more music bands Alison Mosshart or Ann Wilson?,Who was born first Alison Mosshart or Ann Wilson?
The Church at Hoxne was dedicated to Edmund the Martyr who was the king of where?,Hoxne manor in Suffolk England was mentioned in the 1086 Domesday
Where was the device that is similar to Princess max released?,Princess Max is a device similar to a handheld digital pet created in Japan by of
Chuck Berry House was where the 1957 hit single that reached what ranking on the R&B singles chart was composed?,The Chuck Berry House is the former home of Chuck Berry in St. Louis Missouri located
Finna Get Loose is a song by Puff Daddy and what American rapper who is also a record and film producer?,Finna Get Loose is a song written by and performed by American rapper Sean P
Tolex and General Tire manufacture very different products but both make accessories for what type of transportation vehicle?,Tolex was filed as a trademark on August 30 1945 by the General Tire and Rubber
A Big Daddy is a fictional character in a series that has sold more than how many copies? ,A Big Daddy is a fictional character in a video game series that has sold how many
What private university in Virginia did Jamal Benjamin Brooks play college football at?,Jamal Benjamin Brooks played college football at which private historically black university located in Hampton Virginia
Which composer was born first out of Gaspare Spontini and Wolfgang Amadeus Mozart?,Who was born first Gaspare Spontini or Wolfgang Mozart?
Who wrote the lyrics to the theme song that was used by the Western film series Range Busters?,The Range Busters used a classic western folk song that was originally written by who?
Do Matthew Good Band and Sleep Room play the same type of music?,Are Matthew Good Band and Sleep Room both rock bands?
What multinational telecommunications company did Robert Orr work for?,Robert Skipp Orr is the former President of Boeing Japan 2002-2007 and former
Who was a Christian Evangelist and US prisoner of war survivor that was the basis for a film directed by Angelina Jolie?,Unbroken is a 2014 American war film produced and directed by Angelina Jolie it
Politician Lyman Sherwood was born in what New York county?,Lyman Sherwood was born in what New York county?
Which athlete was an American tennis player Henri Kontinen or Melanie Oudin?,Who was born first Henri Kontinen or Melanie Oudin?
What country is the theme park served by the Huis Ten Bosch train service themed on?,What country is the theme park that runs between Hakata Station in Fukuoka Fuk
What time did a Fox News show formally hosted by the author of The Swamp Washington's Murky Pool of Corruption and Cronyism and How Trump Can Drain It air?,Cashin' In is an American business analysis program the fourth and last show of the
 If You Ever Get Lonely was covered by what Lyric Street Records-affiliated band?,If You Ever Get Lonely is a song written by Kyle Cook Lisa Drew Michael Dulaney
What coastal resort is about 11 miles south-east of St Wilfrid's Church?,St Wilfrid's Alford is the Church of England parish church in Alford
Prince Michael of Prussia was a member of the house that arose in what town in the 11th century?,Prince Michael of Prussia was a member of a dynasty that arose in the area around
Where did the genre of the Chapter Dos On the Verge album originate? , Chapter Dos On The Verge is Xtreme's fourth bachata album a genre
What regional capital town is close to the all female  Notre Dame High School in Fiapre?,Where is Notre Dame High School located?
Dick Miller acted in which movie alongside actor Arnold Schwarzenegger?,Richard Dick Miller is an American character actor who has appeared in over 100 films particularly those
Which debut album contained a 1999 mega-hit song created by Maurizio Lobina and Jeffrey Jey?,Maurizio Lobina created the melody for a song that was the lead single
When was the college which Albert Simons taught at founded?,Albert Simons had a sixty-year career as an architect and preservationist in Charleston
The compilation EP COM LAG  by Radiohead collects many B-side singles from their album released in the UK by what record company?,COM LAG 2plus2isfive is the sixth compilation EP by the English rock
Who is known for composing  American Beauty Original Motion Picture Score and many other film scores?,American Beauty Original Motion Picture Score is the original score for the 1999 film composed by which
What singer-songwriter from Derry appeared on Paul van Dyk's 2012 album Evolution?,What Northern Irish singer songwriter musician and record producer from Derry collaborated with Paul van
Francisco Mela performed with which American Jazz bassist and singer born in 1984 ?,Who was born first Francisco Mela or Esperanza Spalding?
Where did Mark Pavelich win Gold in 1980?,Mark Pavelich was a member of the 1980 U.S. Olympic hockey team that
The Party Machine with Nia Peeples was executive produced by the talk show host whose show originally ran during what time period?,The Party Machine with Nia Peeples is a half-hour late-night
did Robert Wise have more award nominations than Zoltan Korda?,Are Zoltan Korda and Robert Wise both film directors?
Which band formed first Swervedriver or Incubus?,Which band was formed first Swervedriver or Incubus?
Hugh Milburn Stone stared ina tv series created by what writer?,Hugh Milburn Stone was an American film and television actor best known as Doc Dr
What was the goal as a photographer of the man whose Message from the Interior was published by Eakins Press?,The Eakins Press Foundation has published some of the classic volumes on American art and
What is the colloquial name of the professional football team in which striker Frederico Chaves Guedos played? ,Frederico Chaves Guedes is a Brazilian professional footballer who plays as a
Do Dillingham Airport and Rafael Hernández Airport both handle civilian (passenger) service?,Are both Dillingham Airport and Rafael Hernández Airport located in Puerto
 What type of television show did Dylan Everett star in in 2015?,Dylan Everett is best known for his role in which 2015 television series?
What is the species of animal which the town of Antelope Kansas was named after?,Antelope Kansas is an unincorporated community in Marion County Kansas United States Antelope
The genus containing lions also contains several poorly known what?,The feline tribe Acinonychini contains at least two genera Puma containing
Which has more species Sonerila or Scaevola?,Which genus has more species Sonerila or Scaevola?
Stella Maxwell has been a model for a famous fashion shown since when?,The Victoria's Secret Fashion Show features a British-New Zealand fashion model who has been
Which band has the guitarist Gorden Mack Red House Painters or Daughtry?,Which band was formed first Red House Painters or Daughtry?
The founder of the Ali Akbar College of Music was known for his virtuosity in what musical instrument?,Ali Akbar College of Music is the name of three schools founded by an Indian musician
When did the predecessor of The Eyes of Nye first air?,The Eyes of Nye is a science program that aired on public television in the United
Camp Courtney was named after the Major killed in action at the battle codenamed what?,Camp Courtney is named after Major Henry A. Courtney Jr. who was killed in action
what was the birth date of the poker player that wrote Super/System?,When was the American poker player who contributed the section on lowball poker to Joey Hawth
What is the nationality of the composer of the Opera Iphigénie en Aulide ?,François-Louis Gand Le Bland Du Roullet was a French diplomat and
In what 2 countries did both X-Large and A Bathing Ape have stores?,X-Large was the first street brand to use a gorilla or monkey as a logo
How many episodes did the season of The Simpsons which featured the voice of Lisa Kudrow contain?,The Simpsons' tenth season was originally broadcast on the Fox network in the United States between
Riom Trial was headed by the French general who reached what distinction?,The Riom Trial was an attempt by the Vichy France regime headed by a
What line featured characters from a DC Comic creator by Bob Kane and Bill Finger?,Movie Masters is an action figure toyline from Mattel based on popular movie franchises most
How did the name of Peter Gifford's rock band (1980-1987) come to be chosen?,Peter Gifford sang backing vocals for an Australian rock band that changed its name by
What conference champions were putted against each other in the first NBA Finals in which the Orlando Magic's played?,The 1995 NBA Finals was the championship round of the 1994–95 National Basketball Association (
Which municipality of Gunnison County Colorado is now called the last great Colorado ski town and is located near the Lucky Jack mine?,The Lucky Jack mine is located West of which home rule municipality in Gunnison County Colorado
Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,Neleus of Scepsis was a disciple of which Greek native of E
Are Wake Forest University and Pennsylvania State University both located in the US?,Are Wake Forest University and Pennsylvania State University located in the same state?
Genealogy is an Armenian supergroup that competed in a 2015 singing contest in what city?,Genealogy is an Armenian supergroup that was formed to represent Armenia in the 60th
Which episode of season nine of The Simpsons was the last speaking role for Lionel Hutz?,Lionel Hutz is a fictional character in the animated television series The Simpsons his
In which Austrian concentration camp was German musician Wilhelm Heckmann (1897-1995) imprisoned?,Wilhelm Heckmann was imprisoned in what concentration camp located in Upper Austria?
Which film industry would have films in which Ilya Khrzhanovsky would be the director?,4 is a 2004 Russian drama film directed by Ilya Khrzhanovsky after
What public service broadcaster with over 20950 employees aired the variety show Welsh Rarebit?,Welsh Rarebit was a radio variety show broadcast from Cardiff by which British public service
Who is affiliated with more countries as a director Robert Florey and R. G. Springsteen?,Who was born first Robert Florey or Robert G. Springsteen?
What sports team included both of the brothers Case McCoy and Colt McCoy during different years?,Casey Burl Case McCoy is a former American football quarterback for which team?
When did the British philosopher whose works inspired Kate Horsley's interest in Zen die?,Kate Horsley is the pen name of Kate Parker an author of numerous works of
What three time Tony nominee composed Ghost Quartet?,Ghost Quartet is a musical adaptation of a songcycle Ghost Quartet by a band
Which 18th-century canal was longer the Sandy and Beaver Canal in Ohio or New Jersey's Morris Canal?,Which canal was longer Sandy and Beaver Canal or Morris Canal?
Who died second Averroes or Ibn Taymiyyah?,Who was born first Ibn Rushd or Ahmad ibn Taymiyyah?
who was part of the heavy metal band Ratt Stephen Pearcy or Alexander O'Neal?,Who is older Stephen Pearcy or Alexander O'Neal?
What was the profession of elder brother who born on January 24 1984?,What do Anthony Peterson and Lamont Peterson have in common?
Students from approximately how many nations attend the University from which Shawn Arévalo McCollough received his Masters of Education ?,McCollough received his Bachelor of Arts in Sociology from a university with a current
What Danish drama thriller which takes place in both Denmark and Africa was produced by Sisse Graum Jørgensen?,Sisse Graum Jørgensen is a Danish film producer and sits on the
What is the name of the physician who studied the cause of the 1854 Broad Street cholera outbreak in London England?,The Broad Street cholera outbreak or Golden Square outbreak is best known for which English
In what year did the manager of the singer-songwriter best known for American Pie die?,In what year did the American singer-songwriter who managed The Weavers die?
Who had more career changes Charles A. Agemian or Arshile Gorky?,Who was born first Charles Agemian or Shmile Gorky?
Where is a television transmitter located in Topeka KS?,WIBW-DT2 is a primary MyNetworkTV- and secondary MeTV
 Which American rock band Sugar Ray or Against the Current gained mainstream fame in the 1990's?,Sugar Ray and Against the Current have which mutual genre?
Which satellite suburb of Melbourne is partially included in the Electoral district of Bass?,The Electoral district of Bass covers an area of 1383 sqkm south east of Melbourne
Zhangye and Nan'an Fujian are both located where?,Zhangye and Nan'an are located in which country?
Where is the first major improved highway located?,Mount Echo is located along Little Wheeling Creek on the National Road which is part of
Through which Tv series one of the stars of Whats up korean film Kim Ji-won gained attention?,What's Up is a 2011 South Korean television series starring Lim Ju-hwan Da
What is another name in Swedish for a seductive forest creature found in Scandinavian folklore?,The skogsrå or huldra was a mythical creature of the forest or
Lex Antonia nullified the dictatorial laws set up by which Roman general?,Lex Antonia was passed by the Roman Senate following the assassination of which Roman general and
The pavilion that the Biergarten Restaurant is a part of is in between which other pavilions at Epcot's World Showcase?,Biergarten Restaurant is one of two restaurants in a pavilion that is between
What Irish county are the band that had a concert tour called the In Blue Tour?,The In Blue Tour is the third concert tour by an Irish band that combine pop rock
Are Tim Rice and Leslie Marmon Silko both lyricists?,Are Tim Rice and Leslie Marmon both writers?
Which city is under Jining Kaiyuan Liaoning or Yanzhou District?,Which city is under the administration of Jining Kaiyuan or Yenchow?
Who is older James Kerwin or Paul Verhoeven?,Who is older James Kerwin or Paul Verhoeven?
Edward Marszewski is the editor-in-chief of Lumpen who is the editor-in-chief of Saveur?,Who co-founded the magazine Lumpen or Saveur?
Orson Welles made Filming the Trial a making-of film of the production of The Trial which was originally filmed where?,Filming 'The Trial' is an unfinished making-of film by Orson Well
Who directed the film where Susanne Pollatschek voiced Olivia Flaversham?,Susanne Pollatschek voiced Olivia Flaversham in a 1986 animated mystery comedy
Who was a pianist Maro Ajemian or Richard C. Sarafian?,Who was born first Maro Ajemian or Richard Sarafian?
In what year did both Orson Scott Card's novel Ender's Game and Keri Hulme's The Bone People come out?,Keri Hulme is a New Zealand writer her only novel The Bone People won
 The Astor Bridge carries State Road 40 over a river that his how long?,The Astor Bridge is a single-leaf bascule bridge located in Astor Florida
How many records did Shane Lynch sell as a member of Boyzone?,Ronan Patrick John Keating is an Irish recording artist singer musician and philanthropist he
Which has a higher population Qinzhou or Jingjiang? ,Which city has a larger population Qinzhou or Jingjiang?
The Russian route M9 forms a part of what European route that has a length of about 5320 km?,The Russian route M9 also known as the Baltic Highway is a 610 km-long
When was the movie released that starred an American male actor born on February 28 1923 and was written by Christopher Knopf?,The Choirboys features an ensemble cast that was released to theaters by Universal Pictures on
New Hampshire Route 124 runs between two regions one of which is found in Cheshire County New Hampshire United States with the population of about 2000 and is named what?,New Hampshire Route 124 runs from which town in Cheshire County New Hampshire?
Which occurred first Phillips v. Martin Marietta Corp. or Roth v. United States?,Which case came first Phillips v. Martin Marietta Corp. or Roth v.
What word or phrase is found in both the history of Belgium and cockfighting?,The history of Belgium predates the founding of the modern state of that name in 1830
Which magazine eventually had more monthly publications Vogue or Y'all?,Which magazine covers more states Vogue or Y'all?
which university was founded first Duke University or Tufts University?,Which university was founded first Duke University or Tufts University?
What is the name of the murder victim that worked in a restaurant in which Mark Fuhrman was the detective?,Mark Fuhrman is a former detective of the Los Angeles Police Department LAPD he
The scunthorpe telegraph and the Grimsby Telegraph used to service Scunthorpe which is in what country?,The Scunthorpe Telegraph is a local paid-for newspaper published and distributed
When was the folk dance style Johannes Brahms' Liebeslieder Waltzes were written for most popular?,Johannes Brahms' Liebeslieder Waltzes are a collection of
Is the Virgilia found in Africa? And is Koeleria found all over?,Are Virgilia and Koeleria both types of trees?
Susanna Thompson appeared in the courtroom drama film Ghosts of Mississippi directed by who?,Who directed the 1996 biographical courtroom drama film starring Susanna Thompson?
The large subunit and small subunit that use two types of RNA are major components that make up what?,What complex molecular machine found within all living cells that serves as the site of biological protein
What year did Francesca Caccini's father die?,When was the father of Francesca Caccini buried?
Who is older Tarryl Lynn Clark or Michele Marie Bachmann?,Tarryl Lynn Clark is a Minnesota politician and a former member of the Minnesota Senate
What annual gathering that inlcudes David Starfire takes place at Black Rock City?,David Starfire is a producer composer multi-instrumentalist and DJ based in Los
Mutton Lane Cemetery is located in a town 13 mi north of where?,Mutton Lane Cemetery is located in a town 13 miles north of what city?
Which former New York senator did Marc Elias help run for office? ,Marc E. Elias was the general counsel for which presidential campaign that marked her second bid
Which Equerry to a British monarch was married to a Marchioness Camden?,Rosemary Pratt Marchioness Camden was a British socialite and artist best known as
One of the members of Dru Hill is nicknamed after which cartoon character?,Who was born first Dru Hill or Woody Woodpecker?
Jim Sharman and Ava DuVernay both share what title concerning their actions leading actors in film or stage?,James Sharman and Ava DuVernay have which mutual occupation?
which American actress singer and songwriter too the tour of  I Stand tour ,The I Stand tour was a tour taken by which American actress singer and songwriter?
Are the 1908 Ex parte Young and 1948 McCollum v. Board of Education United States Supreme Court cases related to each other in any way?,Are Ex parte Young and McCCollum v. Board of Education both United States
Which genus of plant grows originally in Mexico and Guatemala Phylica or Weldenia?,Which genus has more species Phylica or Weldenia?
Where is Greensky Bluegrass band's home and location of where they created their first album?,Live At Bell's was recorded at the home base of which brewing company?
Are both Stacey McClean and Biff Byford American singer?,Are Stacey McClean and Peter Byford both singers?
What was the job of the character Jack Nicholson played in a 1992 French-American biographical crime film directed by Danny DeVito?,Hoffa is a 1992 French-American biographical crime film directed by Danny DeV
Are both Jonathan Marray and Wayne Black British?,Are Jonny Marray and Wayne Black both tennis players?
The Combs–Hehl Bridge is a twin span single pier cantilever bridge carrying an intersate loop that encloses and area of over how many acres? ,The Combs–Hehl Bridge is a twin span single pier cantilever bridge
Who directed more films Leslie Goodwins or Kenneth Webb?,Who was born first Leslie Goodwins or Kenneth Webb?
 Both Vitas Gerulaitis and Heather Watson play what sport?,Vytautas Gerulaitis and Heather Watson have which mutual occupation?
Are Denzel Washington and David Hewlett both actors?,Are Denzel Washington and David Hewlett both actors?
Which band My Darkest Days or Human Drama had only one constant member?,Which band was formed first My Darkest Days or Human Drama?
Which small nocturnal fox found in the Sahara of North Africa does the French animated series Fennec have a character?,Fennec is a French animated series about which small nocturnal fox found in
Shadi Attieh is often referred to as the Lebanese version of a footballer who plays for what Major League Soccer team?,Shadi Attieh is often referred to as the Lebanese Ashley Cole who plays for
Who wrote the play performed by 1948 TV actor Nicholas Amer were he played Ferdinand?,Nicholas Amer made his professional debut in 1948 playing the part of Ferdinand in a play
Was Pennsylvania State University or University of California San Francisco founded first?,Which university was founded first University of California San Francisco or Pennsylvania State University?
Which Skagen Painter favored naturalism along with Theodor Esbern Philipsen and Kristian Zahrtmann?,Who was born first Peder Zahrtmann or Peder Krøyer?
Predelta National Park is located in which area of Argentina comprising of the provinces Misiones Entre Ríos and Corrientes?,The Predelta National Park is a national park of Argentina located in south-west of
What is the name of the national level academy for performing arts that Bhupen Hazarika won his award in 2008? ,Bhupen Hazarika was an Indian playback singer lyricist musician singer poet
Which of the actors starred in Sollathaan Ninaikkiren was born in 7 November 1954?,Sollathaan Ninaikkiren is a 1973 Tamil language film starring which Indian film
who features in the series  which McClure hosts ,Troy McClure is a fictional character from the American animated sitcom The Simpsons he also
Are Eve Beglarian and Zach Bogosian both of Armenian descent?,Are Eve Beglarian and Zach Bogosian both ice hockey players?
Wild About Harry stars an actor born September 28 1992 who appeared in what in 2006?,Wild About Harry stars Skye McCole Bartusiak an American film and television actress
Kasper Peter Schmeichel is the son of a professional footballer who was voted what in 1992 and 1993?,Kasper Peter Schmeichel is the son of a goalkeeper who was voted what
In what year did the man who shot the Chris Stockley of The Dingoes die?,In what year was the Melbourne based Australian criminal and drug dealer who was shot in the
Are Power Grid and Vanished Planet both cooperative board games?,Are Power Grid and Vanished Planet both board games?
What was the name changed to after Allison J71 was modified to a thrust of 7400 lbf?,The Allison J71 was a single spool turbojet engine designed and built in the
Mr. Wilson's Cabinet of Wonder Pronged Ants Horned Humans Mice on Toast and Other Marvels of Jurassic Technology is a book about a museum that is located in which city ?,Mr. Wilson's Cabinet of Wonder Pronged Ants Horned Humans Mice
Band-e-Amir Dragons is named after the lakes in which Afghan national park?,What is Afghanistan's first national park located in the Bamyan Province?
Which film was released first The Celluloid Closet or Station to Station?,Which film was released first The Celluloid Closet or Station to Station?
Which Beatles movie did the John's Children's  studio album Orgasm dub audience screams from?,Which 1964 British musical comedy film directed by Richard Lester and starring John Lennon and Ringo
How much was Ammon Bundy's son ordered to pay in grazing fees?,The 2014 Bundy standoff was an armed confrontation between supporters of cattle rancher Cliven Bundy
What actor born in 1951 starred in Aaj Ka Robin Hood?,Aaj Ka Robin Hood starred which Indian actor writer and filmmaker mainly working in Hindi and
Who plays the guitar Denis Bélanger or Max Carl?,Who is older Max Carl Gronenthal or Denis Bélanger?
Are Macheng and Lianjiang Guangdong both cities ?,Are Macheng and Limkong both county-level cities?
What is the name of the studio album that the Miley Cyrus song Who Owns My Heart is on?,Who Owns My Heart is a song by American singer Miley Cyrus for her third
Which hip hop act that collaborated in the Red Hot AIDS Benefit Series was also a trio that was formed in New York?,America Is Dying Slowly featured collaborations from which hip hop trio formed in 1987 on Long Island
The brewing company known for making Genny Light a beer with only 100 calories per 12 ounce portion and located along the Genesee River was formerly known by what brewery name?,Genny Light is produced by which American brewery located along the Genesee River in
Are Der Rosenkavalier and I Capuleti e i Montecchi both comic operas?,Are Der Rosenkavalier and I Capuleti e i Montecchi both
Which two occupations does Ronnie Dunn and Annie Lennox have in common?,Ronnie Gene Dunn and Annie Lennox have which mutual occupation?
Whose death dramatized in a stage play helped end the death penalty in Australia?,Barry Dickins is a prolific Australian playwright author artist actor educator and journalist probably
Brahmarshi Vishwamitra is a 1991 film produced & directed by a man that served as Chief Minister of Andhra Pradesh for how many years?,Brahmarshi Vishwamitra is a 1991 Telugu hagiographical
What is name of the mountains near this autonomous community in which Spanish politician Felipe Alcaraz was born?,Luis Felipe Alcaraz Masats is a Spanish politician he is the current
John Rhys-Davies played General Pushkin in the Bond Film that starred whom as James Bond?,John Rhys-Davies is a Welsh actor and voice actor known for his
Who is Cletis Tout? was a comedy film that starred which Home Improvement cast member?,Who is Cletis Tout? is a 2001 American-Canadian action comedy film
The Belton Estate is a novel by an English novelist of the Victorian era whose best known works are a series of novels that are collectively known as what?,The Belton Estate is a novel by an English novelist of the Victorian era whose best
Pro Evolution Soccer 2016 includes which Brazilian footballer on the cover?,What Brazilian professional footballer who plays as a forward for French club Paris Saint-Germ
What is the nick name of this former American professional football player who played as a linebacker for the Seattle Seahawks in the National Football League (NFL) and appeared on the American detective television Lawless?,Lawless is an American detective television series starring former NFL player Brian Bosworth on the
The Plymouth fury produced from 1955 to 1989  was replaced by what for police and fleet applications?,Chrysler's rear wheel drive F platform was used from 1976 to 1980 it was
Horrible Bosses is written by a writer in which career?,Michael Markowitz is a writer producer and actor who began his comedy career in The M
Which movie produced by Esta Malka Charkham was the first to star a woman as the lead role?,Esta Malka Charkham is a British television and film producer and casting director
Mischa Anne Barton's first major film role was the protagonist of a movie written by who?,Who wrote the film in which Mischa Barton played the protagonist?
What is the character of fictional character Claire Fraser in a British-American television drama series developed by Ronald D. Moore ?,What character in the British-American television drama series based on the historical time travel Out
Are Ana Kasparian and Katherine Sarafian both Armenian-,Are Anahit Kasparian and Katherine Sarafian both film producers?
What 4-D film attraction at Walt Disney World is based off a 2004 computer-animated Christmas movie? ,Mickey's Twice Upon a Christmas is a 2004 computer-animated direct-to
Maria Curcio taught a classical pianist who is of what South American lineage?,Maria Curcio and Martha Argerich are of which nationality?
What Canadian filmmaker created a film about Bettie Page in 2005?,The Notorious Bettie Page is a 2005 biographical film directed by which Canadian filmmaker
Which genus is native to arid or semi-desert areas Alopecurus or Echeveria?,Which genus has more species Alopecurus or Echeveria?
Josh Trank and Mike Valerio both work in what industry?,Josh Trank and Mike Valerio have worked in which industry?
What Russian ballet choreographer restaged a play based on a Spanish novel by Miguel de Cervantes Saavedra? ,Who was born first Alexander Gorsky or Don Quixote?
The author of We Were Soldiers Once… And Young received what military decoration for valor?,We Were Soldiers is a 2002 American war film that dramatizes the Battle of I
Thomas Parker Sanborn was a model for the protagonist in the only novel by a poet originally from what country?,Thomas Parker Sanborn became a close friend of a philosopher originally from what country?
The second studio album by The D.O.C was named as a reference to Charles Manson's idea of a Beatles' song which was a product of McCartney's attempt to create what kind of sound?  ,Helter Skelter is a reference to a song by the English rock band the
When William Gladstone successfully relaunched his political career in Scotland in advance of the 1880 General Election which party did he lead?,The Midlothian campaign of 1878–80 was a series of foreign policy
Who was the director of 2004 American teen comedy adventure film in which Michelle Christine Trachtenberg appeared?,Who directed the 2004 American teen comedy adventure film in which Michelle Christine Trachtenberg
What languages is the journal that Michel Feher semi-regularly blogs for published in?,Michel Feher is a French philosopher and cultural theorist he has a semi-regular
What Disney movie was the wrestler with the real name of John William Minton in?,What made for TV film starred an American professional wrestler and actor better known by his ring
Who is a winner of the 2013 6 Hours of Silverstone a co-commentator for?,The 2013 6 Hours of Silverstone was an auto racing event held at the Silverstone
Waputik is the Stoney Indian word for a large hoofed mammal endemic to what continet?,The Waputik Mountains are a mountain range of the Canadian Rockies located on the
What was Rosario Dawson of Josie and the Pussycats film debut,Josie and the Pussycats stars an American actress producer singer comic book writer
Do both Korematsu v. United States and Chaplinsky v. New Hampshire cases regard the rights of U. S. citizens?,Are Korematsu v. United States and Chaplinsky v. New Hampshire both
Minor league baseball games that were played between the rivalling teams of the Sooners and the Cowboys were played at the stadium formerly known as what?,What former minor league baseball stadium located in Tulsa Oklahoma hosted one of the regular season baseball
Which building the Metropolitan Life Insurance Company Tower or the 432 Park Avenue building has two addresses?,Which skyscraper is taller Metropolitan Life Insurance Company Tower or 432 Park Avenue?
Which species of trees is larger Dryopteris or Gymnocladus?,Which genus has more species Dryopteris or Gymnocladus?
What Canadian actor starred in a film released on June 14th2011?,The Con Artist is a 2010 romantic comedy film directed by Risa Bramon Garcia and
How tall was one of Drew Barry's brothers? ,What is the height of the shooting guard who has three brothers Scooter Jon Barry and
Petroglyphs on Ingaro isalnd indicate it has been innhabited since an era that lasted until what year?,Ingarö is an island in Värmdö Municipality Stockholm County the
Which Italian classical composer conductor and teacher born in 1750 composed this four-movement serenade in B-flat major for five instruments (2 oboes 2 horns and 1 bassoon)?,Picciola serenata little serenade in B-flat major is a
The Genesis Flood is a book by John C. Whitcomb and what founder of the Creation Research Society and the Institute for Creation Research?,The Genesis Flood The Biblical Record and its Scientific Implications is a 1961 book by young
Which happened first? The scarp was first imaged by Voyager 2 or The play All's Well That Ends Well was written by William Shakespeare,Rousillon Rupes is a scarp rupes named after Bertram
The actress and singer Heather Morris is best known for her role in which series becoming a regular character in the second season?,Brittany Susan Pierce is a fictional character from the Fox musical comedy-drama
Which university is a private research university University of California Berkeley or Brown University?,Which university was founded first University of California Berkeley or Brown University?
 The Type 90 tank built by Mitsubishi Heavy Industries is to be superseded by what generation of main battle tank of the Japanese Ground Self Defense Force?,The Type 90 tank is to be superseded by a tank that was designed and built
On December 4 1872 the ship Mary Celeste captained by Benjamin Briggs was found unmanned and drifting in the Altantic Ocean near what location?,Benjamin Spooner Briggs is famous today for being the Captain of a merchant brigantine
The city that hosted the Olympics where Taiwan competed as Chinese Taipei is situated at the confluence of what two rivers?,Due to the political status of Taiwan the Republic of China ROC competed as Chinese Tai
